Cow_ID,Quarter,IMI_species,SCC
Goody,LH,CNS,300000
Butterfly,RF,CNS,300000
Rabbit,RF,CNS,300000
Goody,LF,CNS,300000
Ginger,LF,,310000
Karla,LH,CNS,310000
Ruger,LH,Strep,310000
Kit,LH,CNS,320000
Gold,RH,SA,330000
Ginger,RF,,350000
Honey,RF,SA,360000
Racer,LH,CNS,370000
Honey,RF,SA,380000
Katie,RF,,380000
Alf,RF,CNS,410000
Alf,RF,CNS,450000
Peacock,RF,,490000
Tiktac,RH,,510000
Goody,LH,CNS,520000
Tiktac,RH,Mix_CNS_Strep,530000
Goody,LF,CNS,540000
Aloha,LH,CNS,550000
Karla,RH,CNS,570000
Goody,LF,CNS,580000
Peacock,LH,CNS,580000
Jersey,LF,SA,610000
Tiktac,RF,SA,620000
Racer,LH,CNS,630000
ApplePie,LF,CNS,630000
Jersey,LF,SA,670000
Jenny,LH,Strep,750000
Peacock,LF,CNS,770000
ApplePie,LF,CNS,810000
Spice,LF,CNS,900000
Spice,LF,CNS,960000
Alf,RF,CNS,1000000
MsChar,RH,,1100000
Tiktoe,RH,Strep,1200000
ApplePie,RF,Mix_CNS_Strep,1200000
ApplePie,RF,Mix_CNS_Strep,1200000
Pistol,RF,,1200000
Ginger,RH,CNS,1400000
Peacock,LF,CNS,1400000
Tiktac,RF,,1600000
Ginger,RH,,1700000
Easter,RF,SA,1900000
Aloha,LH,CNS,2600000
Gold,RH,SA,2700000
Katie,LF,Strep,3500000
Easter,RF,SA,4900000
Ginger,LH,SA,18000000
Goody,RF,Blind,.
Kandykorn,RF,Blind,.
Pistol,LF,Blind,.
Alf,LH,Blind,.
Tiktac,LF,Blind,.
ApplePie,LH,Blind,.
Katie,LF,Blind,.
Goody,RF,Blind,.
Kandykorn,RF,Blind,.
Alf,LH,Blind,.
Tiktac,LF,Blind,.
Pistol,LF,Blind,.
Ginger,LH,Blind,.
Katie,RF,Blind,.
ApplePie,LH,Blind,.
Goody,RF,Blind,.
Kandykorn,RF,Blind,.
Kooper,RF,Blind,.
Alf,LH,Blind,.
Tiktac,LF,Blind,.
Pistol,LF,Blind,.
Ginger,LH,Blind,.
Katie,LF,Blind,.
Katie,RF,Blind,.
