,date,visit,farm,order,cow_id,quarter,path_1,path1_IMI,path_2,path2_IMI,path_3,path3_IMI,path_4,path4_IMI,quarter_code,isolate_1,isolate_2,isolate_3,isolate_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,IMI_series,hygiene_1,hygiene_2,cc_1,cc_2,cc_3,scc,contam,contam_comment,uniqueID,,scc_div_100k,ls,ls_no_neg
379,12.13.2019,first,Swallowdale,13,dorian,RF,strep,yes1,,,,,,,1,SW025,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9000,,,dorian_RF_first,,0.09,-0.473931188,0
1010,12.11.2019,first,Choiniere,29,49,LH,strep,yes2,,,,,,,2,CF054,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9000,,,49_LH_first,,0.09,-0.473931188,0
395,12.13.2019,first,Swallowdale,20,sadie,LF,strep,yes1,,,,,,,1,SW034,,,,,,,,no,,yes,NA,NA,NA,NA,NA,12000,,,sadie_LF_first,,0.12,-0.058893689,0
1983,3.12.2020,third,OughtaBe,33,tiktoe,RH,strep,yes2,,,,,,,2,OB162,,,,,,,,no,,yes,NA,NA,NA,NA,NA,25000,,,tiktoe_RH_third,,0.25,1,1
1953,3.12.2020,third,OughtaBe,24,jenny,RF,strep,yes2,,,,,,,2,OB152,,,,,,,,no,,yes,NA,NA,NA,NA,NA,33000,,,jenny_RF_third,,0.33,1.40053793,1.4005
50,1.2.2020,first,Butterworks,23,jolene,LH,strep,yes29,,,,,,,29,BW040,,,,,,,,no,,yes,NA,NA,NA,NA,NA,41000,,,jolene_LH_first,,0.41,1.713695815,1.7137
248,3.3.2020,third,Butterworks,12,snowball,LH,strep,yes2,,,,,,,2,BW128,,,,,,,,no,,yes,NA,NA,NA,NA,NA,43000,,,snowball_LH_third,,0.43,1.782408565,1.7824
3293,3.5.2020,third,Lynd,23,life,LH,strep,yes2,,,,,,,2,LF114,,,,,,,,no,,yes,NA,NA,NA,NA,NA,50000,,,life_LH_third,,0.5,2,2
3123,1.30.2020,second,Lynd,6,life,LH,strep,yes2,,,,,,,2,LF053,,,,,,,,no,,yes,NA,NA,NA,NA,NA,51000,,,life_LH_second,,0.51,2.028569152,2.0286
1438,2.19.2020,second,Glennview,13,54,RH,strep,yes2,,,,,,,2,GV066,,,,,,,,no,,yes,NA,NA,NA,NA,NA,60000,,,54_RH_second,,0.6,2.263034406,2.263
2307,3.20.2020,third,Paddlebridge,22,likely30,RF,strep,yes2,,,,,,,2,PB081,,,,,,,,no,,yes,NA,NA,NA,NA,NA,61000,,,likely30_RF_third,,0.61,2.286881148,2.2869
3035,12.19.2019,first,Lynd,15,amarillo,LH,strep,yes2,,,,,,,2,LF019,,,,,,,,no,,yes,NA,NA,NA,NA,NA,61000,,,amarillo_LH_first,,0.61,2.286881148,2.2869
31,1.2.2020,first,Butterworks,17,nazareth,LH,strep,yes2,,,,,,,2,BW021,,,,,,,,no,,yes,NA,NA,NA,NA,NA,65000,,,nazareth_LH_first,,0.65,2.378511623,2.3785
331,3.3.2020,third,Butterworks,34,paprika,LH,strep,yes2,,,,,,,2,BW159,,,,,,,,no,,yes,NA,NA,NA,NA,NA,69000,,,paprika_LH_third,,0.69,2.464668267,2.4647
2164,2.21.2020,second,Paddlebridge,18,likely30,RF,strep,yes1,,,,,,,1,PB040,,,,,,,,no,,yes,NA,NA,NA,NA,NA,78000,,,likely30_RF_second,,0.78,2.641546029,2.6415
2996,12.19.2019,first,Lynd,3,life,LH,strep,yes1,,,,,,,1,LF002,,,,,,,,no,,yes,NA,NA,NA,NA,NA,80000,,,life_LH_first,,0.8,2.678071905,2.6781
1689,1.3.2020,first,OughtaBe,20,jenny,RF,strep,yes2,,,,,,,2,OB029,,,,,,,,no,,yes,NA,NA,NA,NA,NA,86000,,,jenny_RF_first,,0.86,2.782408565,2.7824
649,2.28.2020,third,Swallowdale,21,marshmellow,RH,strep,yes29,,,,,,,29,SW117,,,,,,,,no,,yes,NA,NA,NA,NA,NA,90000,,,marshmellow_RH_third,,0.9,2.847996907,2.848
468,1.22.2020,second,Swallowdale,8,marshmellow,LH,strep,yes2,,,,,,,2,SW065,,,,,,,,no,,yes,NA,NA,NA,NA,NA,95000,,,marshmellow_LH_second,,0.95,2.925999419,2.926
1865,2.14.2020,second,OughtaBe,36,applepie,RH,strep,yes2,,,,,,,2,OB105,,,,,,,,no,,yes,NA,NA,NA,NA,NA,99000,,,applepie_RH_second,,0.99,2.98550043,2.9855
976,12.11.2019,first,Choiniere,17,62,LF,strep,yes2,,,,,,,2,CF034,,,,,,,,no,,yes,NA,NA,NA,NA,NA,101000,,,62_LF_first,,1.01,3.014355293,3.0144
128,2.4.2020,second,Butterworks,12,snowball,LH,strep,yes2,,,,,,,2,BW081,,,,,,,,no,,yes,NA,NA,NA,NA,NA,110000,,,snowball_LH_second,,1.1,3.137503524,3.1375
3244,3.5.2020,third,Lynd,7,kodiak,LH,strep,yes2,,,,,,,2,LF099,,,,,,,,no,,yes,NA,NA,NA,NA,NA,110000,,,kodiak_LH_third,,1.1,3.137503524,3.1375
647,2.28.2020,third,Swallowdale,21,marshmellow,LH,strep,yes1,,,,,,,1,SW115,,,,,,,,no,,yes,NA,NA,NA,NA,NA,120000,,,marshmellow_LH_third,,1.2,3.263034406,3.263
1856,2.14.2020,second,OughtaBe,33,tiktoe,RH,strep,yes2,,,,,,,2,OB099,,,,,,,,no,,yes,NA,NA,NA,NA,NA,130000,,,tiktoe_RH_second,,1.3,3.378511623,3.3785
1021,12.11.2019,first,Choiniere,33,28,LF,strep,yes2,,,,,,,2,CF060,,,,,,,,no,,yes,NA,NA,NA,NA,NA,142000,,,28_LF_first,,1.42,3.50589093,3.5059
3094,12.19.2019,first,Lynd,34,zsazsa,RH,strep,yes2,,,,,,,2,LF039,,,,,,,,no,,yes,NA,NA,NA,NA,NA,146000,,,zsazsa_RH_first,,1.46,3.545968369,3.546
3105,1.30.2020,second,Lynd,1,kodiak,LH,strep,yes2,,,,,,,2,LF046,,,,,,,,no,,yes,NA,NA,NA,NA,NA,150000,,,kodiak_LH_second,,1.5,3.584962501,3.585
3144,1.30.2020,second,Lynd,12,amarillo,LH,strep,yes2,,,,,,,2,LF061,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,,,amarillo_LH_second,,1.8,3.847996907,3.848
3186,1.30.2020,second,Lynd,22,zoe,RF,strep,yes2,,,,,,,2,LF076,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,,,zoe_RF_second,,1.8,3.847996907,3.848
3265,3.5.2020,third,Lynd,13,amarillo,LH,strep,yes2,,,,,,,2,LF103,,,,,,,,no,,yes,NA,NA,NA,NA,NA,190000,,,amarillo_LH_third,,1.9,3.925999419,3.926
2040,1.17.2020,first,Paddlebridge,17,likely30,RF,strep,yes1,,,,,,,1,PB012,,,,,,,,no,,yes,NA,NA,NA,NA,NA,200000,,,likely30_RF_first,,2,4,4
3191,1.30.2020,second,Lynd,24,darla,RH,strep,yes2,,,,,,,2,LF077,,,,,,,,no,,yes,NA,NA,NA,NA,NA,250000,,,darla_RH_second,,2.5,4.321928095,4.3219
1901,3.12.2020,third,OughtaBe,9,ruger,LH,strep,yes2,,,,,,,2,OB123,,,,,,,,no,,yes,NA,NA,NA,NA,NA,310000,,,ruger_LH_third,,3.1,4.632268215,4.6323
3263,3.5.2020,third,Lynd,12,zsazsa,RH,strep,yes2,,,,,,,2,LF102,,,,,,,,no,,yes,NA,NA,NA,NA,NA,350000,,,zsazsa_RH_third,,3.5,4.807354922,4.8074
1295,3.16.2020,fourth,Choiniere,31,28,LF,strep,yes2,,,,,,,2,CF234,,,,,,,,no,,yes,NA,NA,NA,NA,NA,370000,,,28_LF_fourth,,3.7,4.887525271,4.8875
3140,1.30.2020,second,Lynd,10,zsazsa,RH,strep,yes2,,,,,,,2,LF059,,,,,,,,no,,yes,NA,NA,NA,NA,NA,380000,,,zsazsa_RH_second,,3.8,4.925999419,4.926
1055,1.21.2020,second,Choiniere,10,86,RF,strep,yes1,,,,,,,1,CF099,,,,,,,,no,,yes,NA,NA,NA,NA,NA,500000,,,86_RF_second,,5,5.321928095,5.3219
1299,3.16.2020,fourth,Choiniere,33,97,LH,strep,yes2,,,,,,,2,CF238,,,,,,,,no,,yes,NA,NA,NA,NA,NA,520000,,,97_LH_fourth,,5.2,5.378511623,5.3785
1372,1.14.2020,first,Glennview,25,70,LH,strep,yes21,,,,,,,21,GV036,,,,,,,,tbd,,yes,NA,NA,NA,NA,NA,600000,,,70_LH_first,,6,5.584962501,5.585
941,12.11.2019,first,Choiniere,5,86,RF,strep,yes29,,,,,,,29,CF012,,,,,,,,no,,yes,NA,NA,NA,NA,NA,656000,,,86_RF_first,,6.56,5.713695815,5.7137
333,3.3.2020,third,Butterworks,34,paprika,RF,strep,yes2,,,,,,,2,BW160,,,,yes,,,,no,,yes,NA,NA,NA,NA,NA,710000,,,paprika_RF_third,,7.1,5.827819025,5.8278
420,12.13.2019,first,Swallowdale,27,marshmellow,RH,strep,yes2,,,,,,,2,SW045,,,,,,,,no,,yes,NA,NA,NA,NA,NA,725000,,,marshmellow_RH_first,,7.25,5.857980995,5.858
1686,1.3.2020,first,OughtaBe,20,jenny,LH,strep,yes2,,,,,,,2,OB0028,,,,,,,,no,,yes,NA,NA,NA,NA,NA,750000,,,jenny_LH_first,,7.5,5.906890596,5.9069
1504,2.19.2020,second,Glennview,33,70,LH,strep,yes2,,,,,,,2,GV094,,,,,,,,no,,yes,NA,NA,NA,NA,NA,760000,,,70_LH_second,,7.6,5.925999419,5.926
1474,2.19.2020,second,Glennview,24,43,LH,strep,yes2,,,,,,,2,GV082,,,,,,,,no,,yes,NA,NA,NA,NA,NA,770000,,,43_LH_second,,7.7,5.944858446,5.9449
2367,12.17.2019,first,BJ,6,656,LH,strep,yes2,,,,,,,2,BJ007,,,,,,,,no,,yes,NA,NA,NA,NA,NA,799000,,,656_LH_first,,7.99,5.998195503,5.9982
458,1.22.2020,second,Swallowdale,5,29,LF,strep,yes2,,,,,,,2,SW057,,,,,,,,no,,yes,NA,NA,NA,NA,NA,830000,,,29_LF_second,,8.3,6.053111336,6.0531
309,3.3.2020,third,Butterworks,27,eva,RF,strep,yes1,,,,,,,1,BW150,,,,,,,,no,,yes,NA,NA,NA,NA,NA,920000,,,eva_RF_third,,9.2,6.201633861,6.2016
2718,1.6.2020,first,vonTrapp,19,abigail,LH,strep,yes2,,,,,,,2,VT017,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1000000,,,abigail_LH_first,,10,6.321928095,6.3219
1005,12.11.2019,first,Choiniere,27,97,LF,strep,yes2,,,,,,,2,CF049,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1051000,,,97_LF_first,,10.51,6.393690764,6.3937
1004,12.11.2019,first,Choiniere,27,97,LH,strep,yes2,,,,,,,2,CF048,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1131000,,,97_LH_first,,11.31,6.499527024,6.4995
1506,2.19.2020,second,Glennview,33,70,RH,strep,yes2,,,,,,,2,GV096,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1200000,,,70_RH_second,,12,6.584962501,6.585
1730,1.3.2020,first,OughtaBe,32,tiktoe,RH,strep,yes2,,,,,,,2,OB043,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1200000,,,tiktoe_RH_first,,12,6.584962501,6.585
1091,1.21.2020,second,Choiniere,24,97,LF,strep,yes2,,,,,,,2,CF116,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1400000,,,97_LF_second,,14,6.807354922,6.8074
3097,12.19.2019,first,Lynd,35,martina,LF,strep,yes2,,,,,,,2,LF041,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1445000,,,martina_LF_first,,14.45,6.852997588,6.853
1196,2.17.2020,third,Choiniere,27,97,LH,strep,yes2,,,,,,,2,CF172,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1600000,,,97_LH_third,,16,7,7
1589,3.19.2020,third,Glennview,25,43,LH,strep,yes2,,,,,,,2,GV139,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1600000,,,43_LH_third,,16,7,7
2926,3.10.2020,third,vonTrapp,15,abigail,LH,strep,yes2,,,,,,,2,VT080,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1700000,,,abigail_LH_third,,17,7.087462841,7.0875
439,12.13.2019,first,Swallowdale,34,mabel,LH,strep,yes2,,,,,,,2,SW051,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1776000,,,mabel_LH_first,,17.76,7.150559677,7.1506
605,2.28.2020,third,Swallowdale,9,29,LF,strep,yes2,,,,,,,2,SW098,,,,,,,,no,,yes,NA,NA,NA,NA,NA,1800000,,,29_LF_third,,18,7.169925001,7.1699
1545,3.19.2020,third,Glennview,10,42,LH,strep,yes2,,,,,,,2,GV116,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2300000,,,42_LH_third,,23,7.523561956,7.5236
2807,2.12.2020,second,vonTrapp,15,abigail,LH,strep,yes2,,,,,,,2,VT047,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2400000,,,abigail_LH_second,,24,7.584962501,7.585
2153,2.21.2020,second,Paddlebridge,15,ferrari28,RH,strep,yes2,,,,,,,2,PB035,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2800000,,,ferrari28_RH_second,,28,7.807354922,7.8074
2029,1.17.2020,first,Paddlebridge,13,ferrari28,RH,strep,yes1,,,,,,,1,PB006,,,,,,,,no,,yes,NA,NA,NA,NA,NA,2900000,,,ferrari28_RH_first,,29,7.857980995,7.858
61,1.2.2020,first,Butterworks,26,petunia,RH,strep,yes2,,,,,,,2,BW047,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3000000,,,petunia_RH_first,,30,7.906890596,7.9069
2288,3.20.2020,third,Paddlebridge,17,ferrari28,RH,strep,yes2,,,,,,,2,PB075,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3100000,,,ferrari28_RH_third,,31,7.95419631,7.9542
1525,3.19.2020,third,Glennview,2,199,RF,strep,yes2,,,,,,,2,GV103,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3500000,,,199_RF_third,,35,8.129283017,8.1293
1862,2.14.2020,second,OughtaBe,35,katie,LF,strep,yes2,,,,,,,2,OB103,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3500000,,,katie_LF_second,,35,8.129283017,8.1293
1320,1.14.2020,first,Glennview,3,133,RF,strep,yes2,,,,,,,2,GV005,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3700000,,,133_RF_first,,37,8.209453366,8.2095
3055,12.19.2019,first,Lynd,20,lovage,LF,strep,yes2,,,,,,,2,LF026,,,,,,,,no,,yes,NA,NA,NA,NA,NA,3910000,,,lovage_LF_first,,39.1,8.289096702,8.2891
1558,3.19.2020,third,Glennview,14,133,RF,strep,yes29,,,,,,,29,GV128,,,,,,,,,,yes,NA,NA,NA,NA,NA,4300000,,,133_RF_third,,43,8.426264755,8.4263
1376,1.14.2020,first,Glennview,28,43,LH,strep,yes1,,,,,,,1,GV040,,,,,,,,no,,yes,NA,NA,NA,NA,NA,4400000,,,43_LH_first,,44,8.459431619,8.4594
1090,1.21.2020,second,Choiniere,24,97,LH,strep,yes2,,,,,,,2,CF115,,,,,,,,no,,yes,NA,NA,NA,NA,NA,5200000,,,97_LH_second,,52,8.700439718,8.7004
1475,2.19.2020,second,Glennview,24,43,RH,strep,yes2,,,,,,,2,GV083,,,,,,,,no,,yes,NA,NA,NA,NA,NA,5600000,,,43_RH_second,,56,8.807354922,8.8074
297,3.3.2020,third,Butterworks,24,star,RH,strep,yes2,,,,,,,2,BW143,,,,,,,,no,,yes,NA,NA,NA,NA,NA,6000000,,,star_RH_third,,60,8.906890596,8.9069
1347,1.14.2020,first,Glennview,11,199,RF,strep,yes2,,,,,,,2,GV025,,,,,,,,no,,yes,NA,NA,NA,NA,NA,6300000,,,199_RF_first,,63,8.977279923,8.9773
315,3.3.2020,third,Butterworks,29,petunia,RH,strep,yes2,,,,,,,2,BW153,,,,,,,,no,,yes,NA,NA,NA,NA,NA,6400000,,,petunia_RH_third,,64,9,9
3057,12.19.2019,first,Lynd,20,lovage,RF,strep,yes2,,,,,,,2,LF028,,,,,,,,no,,yes,NA,NA,NA,NA,NA,6754000,,,lovage_RF_first,,67.54,9.077670274,9.0777
54,1.2.2020,first,Butterworks,24,nellie,RF,strep,yes2,,,,,,,2,BW045,,,,,,,,no,,yes,NA,NA,NA,NA,NA,7800000,,,nellie_RF_first,,78,9.285402219,9.2854
195,2.4.2020,second,Butterworks,30,eva,RF,strep,yes29,,,,,,,29,BW105,,,,,,,,no,,yes,NA,NA,NA,NA,NA,8700000,,,eva_RF_second,,87,9.442943496,9.4429
3054,12.19.2019,first,Lynd,20,lovage,LH,strep,yes2,,,,,,,2,LF025,,,,,,,,no,,yes,NA,NA,NA,NA,NA,12827000,,,lovage_LH_first,,128.27,10.00303998,10.003
1591,3.19.2020,third,Glennview,25,43,RH,strep,yes2,,,,,,,2,GV141,,,,,,,,no,,yes,NA,NA,NA,NA,NA,16000000,,,43_RH_third,,160,10.32192809,10.3219
183,2.4.2020,second,Butterworks,27,petunia,RH,strep,yes2,,,,,,,2,BW100,,,,,,,,no,,yes,NA,NA,NA,NA,NA,18000000,,,petunia_RH_second,,180,10.4918531,10.4919
2252,3.20.2020,third,Paddlebridge,7,gronk22,LF,yeast,yes2,,,,,,,2,PB067,,,,,,,,no,,yes,NA,NA,NA,NA,NA,9000,,,gronk22_LF_third,,0.09,-0.473931188,0
70,1.2.2020,first,Butterworks,29,bon,RH,yeast,yes2,,,,,,,2,BW052,,,,,,,,no,,yes,NA,NA,NA,NA,NA,140000,,,bon_RH_first,,1.4,3.485426827,3.4854
58,1.2.2020,first,Butterworks,25,melissa,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,melissa_RF_first,,0.00001,-13.60964047,0
170,2.4.2020,second,Butterworks,23,love,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,love_LH_second,,0.00001,-13.60964047,0
210,3.3.2020,third,Butterworks,1,masala,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,masala_LH_third,,0.00001,-13.60964047,0
211,3.3.2020,third,Butterworks,1,masala,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,masala_RH_third,,0.00001,-13.60964047,0
216,3.3.2020,third,Butterworks,2,muffin,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,muffin_RF_third,,0.00001,-13.60964047,0
217,3.3.2020,third,Butterworks,3,strawberry,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,strawberry_LH_third,,0.00001,-13.60964047,0
220,3.3.2020,third,Butterworks,4,pomme,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,pomme_LH_third,,0.00001,-13.60964047,0
225,3.3.2020,third,Butterworks,5,mango,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,mango_RH_third,,0.00001,-13.60964047,0
287,3.3.2020,third,Butterworks,22,aurora,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,aurora_LH_third,,0.00001,-13.60964047,0
321,3.3.2020,third,Butterworks,31,gabrielle,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,gabrielle_LF_third,,0.00001,-13.60964047,0
432,12.13.2019,first,Swallowdale,31,jewel,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,jewel_LF_first,,0.00001,-13.60964047,0
436,12.13.2019,first,Swallowdale,32,debutant,RF,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,debutant_RF_first,,0.00001,-13.60964047,0
523,1.22.2020,second,Swallowdale,22,skyler,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,skyler_RF_second,,0.00001,-13.60964047,0
530,1.22.2020,second,Swallowdale,24,halo,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,halo_RH_second,,0.00001,-13.60964047,0
533,1.22.2020,second,Swallowdale,25,debutant,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,debutant_LF_second,,0.00001,-13.60964047,0
561,1.22.2020,second,Swallowdale,33,opal,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,opal_LH_second,,0.00001,-13.60964047,0
563,1.22.2020,second,Swallowdale,33,opal,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,opal_RH_second,,0.00001,-13.60964047,0
603,2.28.2020,third,Swallowdale,8,casbah,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,casbah_RF_third,,0.00001,-13.60964047,0
620,2.28.2020,third,Swallowdale,14,gretchen,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,gretchen_LH_third,,0.00001,-13.60964047,0
664,2.28.2020,third,Swallowdale,25,jewel,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,jewel_RH_third,,0.00001,-13.60964047,0
665,2.28.2020,third,Swallowdale,25,jewel,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,jewel_RF_third,,0.00001,-13.60964047,0
670,2.28.2020,third,Swallowdale,27,halo,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,halo_LH_third,,0.00001,-13.60964047,0
682,2.28.2020,third,Swallowdale,30,opal,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,opal_LH_third,,0.00001,-13.60964047,0
684,2.28.2020,third,Swallowdale,30,opal,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,opal_RH_third,,0.00001,-13.60964047,0
700,2.28.2020,third,Swallowdale,35,skyler,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,skyler_RF_third,,0.00001,-13.60964047,0
966,12.11.2019,first,Choiniere,14,3,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,3_LH_first,,0.00001,-13.60964047,0
988,12.11.2019,first,Choiniere,20,7,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,7_RH_first,,0.00001,-13.60964047,0
1014,12.11.2019,first,Choiniere,31,741,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,741_LH_first,,0.00001,-13.60964047,0
1064,1.21.2020,second,Choiniere,13,38,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,38_RH_second,,0.00001,-13.60964047,0
1065,1.21.2020,second,Choiniere,13,38,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,38_RF_second,,0.00001,-13.60964047,0
1096,1.21.2020,second,Choiniere,26,34,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,34_RF_second,,0.00001,-13.60964047,0
1100,1.21.2020,second,Choiniere,28,19,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,19_RF_second,,0.00001,-13.60964047,0
1116,1.21.2020,second,Choiniere,34,56,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,56_RF_second,,0.00001,-13.60964047,0
1120,1.21.2020,second,Choiniere,35,35,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,35_RF_second,,0.00001,-13.60964047,0
1128,2.17.2020,third,Choiniere,3,34,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,34_LF_third,,0.00001,-13.60964047,0
1278,3.16.2020,fourth,Choiniere,23,3,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,3_LH_fourth,,0.00001,-13.60964047,0
1375,1.14.2020,first,Glennview,27,42,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,42_RF_first,,0.00001,-13.60964047,0
1456,2.19.2020,second,Glennview,18,42,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,42_RF_second,,0.00001,-13.60964047,0
1494,2.19.2020,second,Glennview,29,204,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,204_RF_second,,0.00001,-13.60964047,0
1515,2.19.2020,second,Glennview,36,93,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,93_LF_second,,0.00001,-13.60964047,0
1547,3.19.2020,third,Glennview,10,42,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,42_RF_third,,0.00001,-13.60964047,0
1566,3.19.2020,third,Glennview,17,139,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,139_LF_third,,0.00001,-13.60964047,0
1668,1.3.2020,first,OughtaBe,13,tess,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,tess_RF_first,,0.00001,-13.60964047,0
1719,1.3.2020,first,OughtaBe,29,penny,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,penny_LF_first,,0.00001,-13.60964047,0
1779,2.14.2020,second,OughtaBe,10,tess,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,tess_RH_second,,0.00001,-13.60964047,0
1850,2.14.2020,second,OughtaBe,32,penny,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,penny_LH_second,,0.00001,-13.60964047,0
1872,3.12.2020,third,OughtaBe,1,rabbit,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,rabbit_LF_third,,0.00001,-13.60964047,0
1873,3.12.2020,third,OughtaBe,1,rabbit,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,rabbit_RH_third,,0.00001,-13.60964047,0
1879,3.12.2020,third,OughtaBe,3,teach,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,teach_LF_third,,0.00001,-13.60964047,0
1880,3.12.2020,third,OughtaBe,3,teach,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,teach_RH_third,,0.00001,-13.60964047,0
1881,3.12.2020,third,OughtaBe,3,teach,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,teach_RF_third,,0.00001,-13.60964047,0
1900,3.12.2020,third,OughtaBe,8,jersey,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,jersey_RF_third,,0.00001,-13.60964047,0
1907,3.12.2020,third,OughtaBe,11,izzie,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,izzie_LH_third,,0.00001,-13.60964047,0
1909,3.12.2020,third,OughtaBe,11,izzie,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,izzie_RH_third,,0.00001,-13.60964047,0
1910,3.12.2020,third,OughtaBe,11,izzie,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,izzie_RF_third,,0.00001,-13.60964047,0
1911,3.12.2020,third,OughtaBe,12,tess,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,0,,,tess_LH_third,,0.00001,-13.60964047,0
