date,visit,farm,order,cow_id,quarter,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,path_group,scc,contam,contam_comment
1.30.2020,second,lynd,21,jitterbug,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,18000,,
1.30.2020,second,lynd,21,jitterbug,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,9000,,
1.30.2020,second,lynd,21,jitterbug,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,28000,,
1.30.2020,second,lynd,22,zoe,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,5000,,
1.30.2020,second,lynd,22,zoe,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,2000,,
1.30.2020,second,lynd,22,zoe,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,2000,,
1.30.2020,second,lynd,23,freddie,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,25000,,
1.30.2020,second,lynd,23,freddie,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,24000,,
1.30.2020,second,lynd,24,darla,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,2900000,,
1.30.2020,second,lynd,24,darla,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,45000,,
1.30.2020,second,lynd,24,darla,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,21000,,
1.30.2020,second,lynd,25,chive,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,130000,,
1.30.2020,second,lynd,25,chive,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,35000,,
1.30.2020,second,lynd,25,chive,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,83000,,
1.30.2020,second,lynd,25,chive,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,130000,,
1.30.2020,second,lynd,26,lioness,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,6000,,
1.30.2020,second,lynd,26,lioness,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,2000,,
1.30.2020,second,lynd,27,atlantic,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,4000,,
1.30.2020,second,lynd,27,atlantic,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,33000,,
1.30.2020,second,lynd,27,atlantic,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,5000,,
1.30.2020,second,lynd,27,atlantic,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,5000,,
1.30.2020,second,lynd,28,lilac,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,12000,,
1.30.2020,second,lynd,28,lilac,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,15000,,
1.30.2020,second,lynd,28,lilac,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,7000,,
1.30.2020,second,lynd,29,madge,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,91000,,
1.30.2020,second,lynd,29,madge,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,11000,,
1.30.2020,second,lynd,30,licorice,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,10000,,
1.30.2020,second,lynd,31,cheese,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,2000,,
1.30.2020,second,lynd,33,martina,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,21000,,
1.30.2020,second,lynd,33,martina,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,5000,,
1.30.2020,second,lynd,34,lop,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,12000,,
1.30.2020,second,lynd,35,khakibeige,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,18000,,
1.30.2020,second,lynd,35,khakibeige,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,9000,,
1.30.2020,second,lynd,36,fresno,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,6000,,
1.30.2020,second,lynd,36,fresno,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,6000,,
1.30.2020,second,lynd,36,fresno,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,5000,,
1.30.2020,second,lynd,36,fresno,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,4000,,
3.5.2020,third,lynd,1,jitterbug,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,26000,,
3.5.2020,third,lynd,1,jitterbug,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,28000,,
3.5.2020,third,lynd,2,wmca,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,28000,,
3.5.2020,third,lynd,2,wmca,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,43000,,
3.5.2020,third,lynd,2,wmca,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,34000,,
3.5.2020,third,lynd,6,faith,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,25000,,
3.5.2020,third,lynd,6,faith,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,3500000,,
3.5.2020,third,lynd,7,kodiak,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,130000,,
3.5.2020,third,lynd,7,kodiak,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,18000,,
3.5.2020,third,lynd,8,mustache,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,8000,,
3.5.2020,third,lynd,8,mustache,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,12000,,
3.5.2020,third,lynd,8,mustache,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,8000,,
3.5.2020,third,lynd,8,mustache,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,12000,,
3.5.2020,third,lynd,9,klondike,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,7000,,
3.5.2020,third,lynd,9,klondike,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,6000,,
3.5.2020,third,lynd,9,klondike,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,18000,,
3.5.2020,third,lynd,10,ambrosia,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,16000,,
3.5.2020,third,lynd,11,zoe,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,13000,,
3.5.2020,third,lynd,11,zoe,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,5000,,
3.5.2020,third,lynd,11,zoe,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,4000,,
3.5.2020,third,lynd,11,zoe,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,6000,,
3.5.2020,third,lynd,12,zsazsa,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,6000,,
3.5.2020,third,lynd,12,zsazsa,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,14000,,
3.5.2020,third,lynd,12,zsazsa,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,47000,,
3.5.2020,third,lynd,13,amarillo,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,43000,,
3.5.2020,third,lynd,13,amarillo,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,28000,,
3.5.2020,third,lynd,14,licorice,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,not analyzed,,
3.5.2020,third,lynd,15,krone,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,910000,,
3.5.2020,third,lynd,16,martina,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,31000,,
3.5.2020,third,lynd,17,lilac,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,10000,,
3.5.2020,third,lynd,17,lilac,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,9000,,
3.5.2020,third,lynd,17,lilac,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,8000,,
3.5.2020,third,lynd,18,freddie,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,47000,,
3.5.2020,third,lynd,18,freddie,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,39000,,
3.5.2020,third,lynd,19,webster,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,35000,,
3.5.2020,third,lynd,19,webster,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,14000,,
3.5.2020,third,lynd,20,leap,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,9000,,
3.5.2020,third,lynd,20,leap,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,13000,,
3.5.2020,third,lynd,20,leap,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,32000,,
3.5.2020,third,lynd,21,cheese,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,7000,,
3.5.2020,third,lynd,21,cheese,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,9000,,
3.5.2020,third,lynd,22,lovage,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,20000,,
3.5.2020,third,lynd,23,life,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,4000,,
3.5.2020,third,lynd,23,life,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,5000,,
3.5.2020,third,lynd,24,chive,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,560000,,
3.5.2020,third,lynd,25,willy,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,41000,,
3.5.2020,third,lynd,25,willy,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,330000,,
3.5.2020,third,lynd,25,willy,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,69000,,
3.5.2020,third,lynd,26,ladyfinger,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,21000,,
3.5.2020,third,lynd,26,ladyfinger,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,10000,,
3.5.2020,third,lynd,26,ladyfinger,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,14000,,
3.5.2020,third,lynd,27,luxurytax,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,69000,,
3.5.2020,third,lynd,27,luxurytax,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,21000,,
3.5.2020,third,lynd,28,lop,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,31000,,
3.5.2020,third,lynd,28,lop,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,3000,,
3.5.2020,third,lynd,29,lordwalk,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,100000,,
3.5.2020,third,lynd,29,lordwalk,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,31000,,
3.5.2020,third,lynd,30,atlantic,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,15000,,
3.5.2020,third,lynd,30,atlantic,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,19000,,
3.5.2020,third,lynd,30,atlantic,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,17000,,
3.5.2020,third,lynd,30,atlantic,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,23000,,
3.5.2020,third,lynd,31,khakibeige,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,31000,,
3.5.2020,third,lynd,31,khakibeige,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,35000,,
3.5.2020,third,lynd,31,khakibeige,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,23000,,
3.5.2020,third,lynd,32,madge,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,12000,,
3.5.2020,third,lynd,32,madge,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,16000,,
3.5.2020,third,lynd,32,madge,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,31000,,
3.5.2020,third,lynd,32,madge,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,13000,,
3.5.2020,third,lynd,33,minigolf,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,13000,,
3.5.2020,third,lynd,33,minigolf,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,640000,,
3.5.2020,third,lynd,33,minigolf,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,40000,,
3.5.2020,third,lynd,33,minigolf,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,65000,,
3.5.2020,third,lynd,34,fresno,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,22000,,
3.5.2020,third,lynd,34,fresno,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,13000,,
3.5.2020,third,lynd,34,fresno,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,14000,,
3.5.2020,third,lynd,35,lioness,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,16000,,
3.5.2020,third,lynd,35,lioness,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,none,43000,,
1.6.2020,first,vontrapp,1,vangie,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,2,NA,NA,NA,none,5000,,
1.6.2020,first,vontrapp,1,vangie,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,2,NA,NA,NA,none,4000,,
1.6.2020,first,vontrapp,1,vangie,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,2,NA,NA,NA,none,5000,,
1.6.2020,first,vontrapp,1,vangie,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,2,NA,NA,NA,none,4000,,
1.6.2020,first,vontrapp,2,gloria,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,0,,
1.6.2020,first,vontrapp,2,gloria,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,5000,,
1.6.2020,first,vontrapp,3,luna,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,1,NA,NA,NA,none,8000,,
1.6.2020,first,vontrapp,3,luna,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,1,NA,NA,NA,none,11000,,
1.6.2020,first,vontrapp,5,lena,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,4,NA,NA,NA,none,not analyzed: volume,,
1.6.2020,first,vontrapp,5,lena,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,4,NA,NA,NA,none,4000,,
1.6.2020,first,vontrapp,6,alma,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,not analyzed: volume,,
1.6.2020,first,vontrapp,6,alma,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,0,,
1.6.2020,first,vontrapp,6,alma,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,2000,,
1.6.2020,first,vontrapp,6,alma,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,2400,,
1.6.2020,first,vontrapp,7,matilda,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,3000,,
1.6.2020,first,vontrapp,7,matilda,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,0,,
1.6.2020,first,vontrapp,7,matilda,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,10800,,
1.6.2020,first,vontrapp,8,isabelle,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,9778,,
1.6.2020,first,vontrapp,8,isabelle,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,2889,,
1.6.2020,first,vontrapp,8,isabelle,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,4000,,
1.6.2020,first,vontrapp,8,isabelle,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,0,,
1.6.2020,first,vontrapp,9,clara,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,1,NA,NA,NA,none,23000,,
1.6.2020,first,vontrapp,9,clara,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,1,NA,NA,NA,none,16000,,
1.6.2020,first,vontrapp,10,leadbelly,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,none,12000,,
1.6.2020,first,vontrapp,10,leadbelly,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,none,7000,,
1.6.2020,first,vontrapp,10,leadbelly,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,none,4000,,
1.6.2020,first,vontrapp,11,esme,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,49000,,
1.6.2020,first,vontrapp,11,esme,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,30000,,
1.6.2020,first,vontrapp,12,tallula,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,5000,,
1.6.2020,first,vontrapp,12,tallula,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,6000,,
1.6.2020,first,vontrapp,12,tallula,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,6000,,
1.6.2020,first,vontrapp,13,vicki,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,15000,,
1.6.2020,first,vontrapp,13,vicki,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,13000,,
1.6.2020,first,vontrapp,14,zelda,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,42000,,
1.6.2020,first,vontrapp,14,zelda,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,74000,,
1.6.2020,first,vontrapp,15,ursala,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,4000,,
1.6.2020,first,vontrapp,16,tilly,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,19000,,
1.6.2020,first,vontrapp,16,tilly,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,21000,,
1.6.2020,first,vontrapp,16,tilly,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,17000,,
1.6.2020,first,vontrapp,16,tilly,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,15000,,
1.6.2020,first,vontrapp,17,freida,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,6000,,
1.6.2020,first,vontrapp,17,freida,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,8000,,
1.6.2020,first,vontrapp,17,freida,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,4000,,
1.6.2020,first,vontrapp,18,lassandra,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,26000,,
1.6.2020,first,vontrapp,18,lassandra,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,15000,,
1.6.2020,first,vontrapp,18,lassandra,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,15000,,
1.6.2020,first,vontrapp,20,flavia,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,none,3000,,
1.6.2020,first,vontrapp,21,alice,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,67000,,
1.6.2020,first,vontrapp,21,alice,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,3000,,
1.6.2020,first,vontrapp,21,alice,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,2000,,
1.6.2020,first,vontrapp,22,irene,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,16000,,
1.6.2020,first,vontrapp,22,irene,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,6000,,
