  ID  ,Test Date,MILK,PCTF,PCTP,305ME,SCC,?,PEN,MUN
92,7/29/2018,47,2.8,3,19630,51,0,0,15
92,8/22/2018,52,4.8,3,20140,49,0,0,19
92,9/14/2018,44,5.4,3.2,20220,47,0,0,10
92,10/15/2018,29,3,3.5,20220,63,0,0,0
92,11/16/2018,31,3.1,3.4,20220,76,0,0,0
92,12/20/2018,27,4.5,4,20220,173,0,0,0
92,1/21/2019,27,3.8,3.6,20220,92,0,0,0
24,5/20/2018,71,2.8,2.8,18590,104,0,0,0
24,6/21/2018,63,3.1,2.7,17810,68,0,0,0
24,7/29/2018,56,3.3,2.7,17770,35,0,0,14
24,8/22/2018,61,3.3,2.8,19390,125,0,0,17
24,9/14/2018,63,3.5,2.5,20420,35,0,0,10
24,10/15/2018,61,3.9,2.8,20920,50,0,0,0
24,11/16/2018,55,3.7,2.9,20920,78,0,0,0
24,12/20/2018,51,4.1,3,21140,65,0,0,0
24,1/21/2019,0,0,0,21140,0,0,0,0
54,12/20/2018,60,3.2,2.9,14740,334,0,0,0
54,1/21/2019,33,3.7,2.6,10180,491,0,0,0
251,5/20/2018,71,3.2,2.6,17090,9,0,0,0
251,6/21/2018,68,2.7,2.3,16460,15,0,0,0
251,7/29/2018,58,2.8,2.4,16340,15,0,0,13
251,8/22/2018,48,3.2,2.5,15430,27,0,0,17
251,9/14/2018,59,2.7,2.4,17200,35,0,0,9
251,10/15/2018,55,2.9,2.5,17460,13,0,0,0
251,11/16/2018,51,2.9,2.6,17880,17,0,0,0
251,12/20/2018,51,3.1,2.8,18730,22,0,0,0
251,1/21/2019,0,0,0,18730,0,0,0,0
219,4/22/2018,64,4.1,2.6,14490,29,0,0,0
219,5/20/2018,80,3.4,2.9,16310,19,0,0,0
219,6/21/2018,68,3,2.7,16270,54,0,0,0
219,7/29/2018,62,3.3,2.5,16530,92,0,0,11
219,8/22/2018,55,3.4,3.1,16320,37,0,0,19
219,9/14/2018,51,3.5,3.2,16560,49,0,0,10
219,10/15/2018,53,3.8,3.4,17400,44,0,0,0
219,11/16/2018,51,3.7,3.4,17910,51,0,0,0
219,12/20/2018,45,3.6,3.4,18030,62,0,0,0
219,1/21/2019,0,0,0,18030,0,0,0,0
41,4/22/2018,87,3,2.8,17690,24,0,0,0
41,5/20/2018,102,2.8,2.4,19890,9,0,0,0
41,6/21/2018,74,2.5,2.5,17490,7,0,0,0
41,7/29/2018,71,4.3,2.6,18460,11,0,0,12
41,8/22/2018,83,4.7,2.6,20550,23,0,0,15
41,9/14/2018,70,4.8,2.7,20170,23,0,0,8
41,10/15/2018,68,4.5,2.9,21030,27,0,0,0
41,11/16/2018,57,3.4,3.2,21010,25,0,0,0
41,12/20/2018,63,4.7,3.2,22000,48,0,0,0
41,1/21/2019,0,0,0,22000,0,0,0,0
221,4/22/2018,70,3.6,2.8,16230,121,0,0,0
221,5/20/2018,61,4.2,2.5,14810,72,0,0,0
221,6/21/2018,57,3.3,2.3,14400,67,0,0,0
221,7/29/2018,66,3.3,3,16290,85,0,0,14
221,8/22/2018,68,3.7,2.7,17220,131,0,0,19
221,9/14/2018,59,3.3,2.6,16900,214,0,0,10
221,10/15/2018,61,3.2,2.6,18090,39,0,0,0
221,11/16/2018,55,3.3,2.8,18430,43,0,0,0
221,12/20/2018,54,3.5,2.9,18930,172,0,0,0
221,1/21/2019,0,0,0,18930,0,0,0,0
249,4/22/2018,64,3.6,3.6,0,30,0,0,0
249,5/20/2018,72,4.1,2.6,17400,16,0,0,0
249,6/21/2018,70,3.9,2.7,17160,64,0,0,0
249,7/29/2018,60,3.9,2.9,16880,20,0,0,10
249,8/22/2018,68,4.9,3.1,18710,64,0,0,18
249,9/14/2018,59,5.2,3,18320,19,0,0,10
249,10/15/2018,51,3.5,2.9,18230,60,0,0,0
249,11/16/2018,33,3.1,3.3,17090,98,0,0,0
249,12/20/2018,40,3.7,3.4,18090,107,0,0,0
249,1/21/2019,0,0,0,18090,0,0,0,0
218,4/22/2018,76,2.9,2.8,16830,61,0,0,0
218,5/20/2018,69,3.6,2.7,15580,131,0,0,0
218,6/21/2018,61,3.6,2.6,15320,103,0,0,0
218,7/29/2018,60,3.6,2.8,16100,82,0,0,8
218,8/22/2018,52,3.4,2.8,15790,237,0,0,15
218,9/14/2018,46,3.1,2.7,15510,125,0,0,10
218,10/15/2018,48,3.5,2.9,16170,35,0,0,0
218,11/16/2018,44,3.4,3.2,16530,75,0,0,0
218,12/20/2018,38,3.6,3.6,16620,116,0,0,0
218,1/21/2019,0,0,0,16620,0,0,0,0
253,4/22/2018,45,4.6,2.6,13780,32,0,0,0
253,5/20/2018,67,4.3,2.7,15820,21,0,0,0
253,6/21/2018,57,4.1,2.5,14900,23,0,0,0
253,7/29/2018,45,3.5,2.7,14150,10,0,0,14
253,8/22/2018,52,4,2.7,15300,19,0,0,16
253,9/14/2018,50,3.7,2.6,15350,13,0,0,8
253,10/15/2018,46,3.8,2.8,15680,10,0,0,0
253,11/16/2018,49,4.1,2.9,16590,18,0,0,0
253,12/20/2018,47,4,3,17050,51,0,0,0
253,1/21/2019,0,0,0,17050,0,0,0,0
37,5/20/2018,88,4.8,3.6,17890,210,0,0,0
37,6/21/2018,98,3.8,2.8,19120,288,0,0,0
37,7/29/2018,79,3.6,2.9,18490,611,0,0,15
37,8/22/2018,72,4.1,3.2,18500,140,0,0,20
37,9/14/2018,72,4,3,19240,86,0,0,11
37,10/15/2018,63,3.4,3.3,19290,30,0,0,0
37,11/16/2018,68,3.8,3.2,20770,14,0,0,0
37,12/20/2018,61,3.8,3.4,21160,28,0,0,0
37,1/21/2019,0,0,0,21160,0,0,0,0
51,3/20/2018,86,3.4,2.9,18090,45,0,0,0
51,4/22/2018,81,3.4,2.7,17450,61,0,0,0
51,5/20/2018,90,4.1,3.1,19500,76,0,0,0
51,6/21/2018,70,3.2,3,18340,97,0,0,0
51,7/29/2018,64,3.4,3.1,18500,105,0,0,16
51,8/22/2018,63,4.2,3.3,19130,176,0,0,20
51,9/14/2018,19,6.7,3.5,15670,9999,0,0,18
51,10/15/2018,57,3.8,3.2,18980,54,0,0,0
51,11/16/2018,57,4,3.3,19560,94,0,0,0
51,12/20/2018,0,0,0,19560,0,0,0,0
247,5/20/2018,51,4.6,4.3,0,150,0,0,0
247,6/21/2018,68,3.3,2.5,16470,56,0,0,0
247,7/29/2018,60,3.7,2.6,15690,38,0,0,14
247,8/22/2018,55,4.5,2.9,15430,221,0,0,20
247,9/14/2018,44,5.5,2.7,14500,19,0,0,11
247,10/15/2018,50,4.3,3,15530,9,0,0,0
247,11/16/2018,49,4.5,3,16200,22,0,0,0
247,12/20/2018,49,4.7,3.1,16880,24,0,0,0
247,1/21/2019,53,4.3,3.2,17850,27,0,0,0
247,2/25/2019,54,4.7,3.4,18240,24,0,0,0
242,4/30/2017,63,0,0,0,0,0,0,0
242,5/30/2017,64,0,0,0,0,0,0,0
242,6/29/2017,62,0,0,0,0,0,0,0
242,8/17/2017,56,3.2,2.9,18890,46,0,0,14
242,9/22/2017,53,3.5,2.9,19400,22,0,0,19
242,10/26/2017,59,3.3,2.9,20780,25,0,0,0
242,11/29/2017,50,4.3,2.7,20510,10,0,0,0
242,12/28/2017,57,3.9,2.9,21200,21,0,0,0
242,1/24/2018,66,4.2,3.1,21570,43,0,0,0
242,2/18/2018,55,3.7,3,21660,11,0,0,0
242,3/20/2018,47,4.2,3.1,21660,10,0,0,0
242,9/14/2018,48,4,3.3,21660,21,0,0,10
242,10/15/2018,33,4.8,3.4,21660,17,0,0,0
242,11/16/2018,37,4,3.4,21660,26,0,0,0
242,12/20/2018,29,4.6,3.5,21660,40,0,0,0
242,1/21/2019,0,0,0,21660,0,0,0,0
16,4/22/2018,56,3.6,2.5,16110,26,0,0,0
16,5/20/2018,69,4,2.7,17980,22,0,0,0
16,6/21/2018,55,3.6,2.7,16670,26,0,0,0
16,7/29/2018,51,3.8,2.8,17060,67,0,0,17
16,8/22/2018,44,3.9,3.1,16550,34,0,0,20
16,9/14/2018,51,4,2.9,17900,22,0,0,11
16,10/15/2018,50,4.2,3.1,18420,22,0,0,0
16,11/16/2018,51,4.2,3,18920,19,0,0,0
16,12/20/2018,54,4.7,3.2,19500,38,0,0,0
16,1/21/2019,0,0,0,19500,0,0,0,0
266,4/22/2018,54,3.2,2.6,14500,51,0,0,0
266,5/20/2018,65,4.2,3,16210,71,0,0,0
266,6/21/2018,57,3,2.7,16100,39,0,0,0
266,7/29/2018,53,3.2,3.1,16470,25,0,0,15
266,8/22/2018,48,3.5,3.1,15730,40,0,0,19
266,9/14/2018,55,2.9,3.1,17600,42,0,0,10
266,10/15/2018,50,3.4,3.2,17540,62,0,0,0
266,11/16/2018,49,3.4,3.3,17900,78,0,0,0
266,12/20/2018,49,3.7,3.3,18200,108,0,0,0
266,1/21/2019,44,3.6,3.3,18330,129,0,0,0
266,2/25/2019,0,0,0,18330,0,0,0,0
6,5/20/2018,55,4.2,2.9,16060,44,0,0,0
6,6/21/2018,46,3.1,2.7,13900,45,0,0,0
6,7/29/2018,53,3.2,2.8,15620,78,0,0,14
6,8/22/2018,44,3.5,3,14720,49,0,0,21
6,9/14/2018,50,3.3,2.8,16140,17,0,0,11
6,10/15/2018,51,3.4,3,16900,25,0,0,0
6,11/16/2018,49,3.5,3.1,17260,19,0,0,0
6,12/20/2018,54,3.7,3.1,18260,31,0,0,0
6,1/21/2019,51,3.8,3.1,18430,23,0,0,0
6,2/25/2019,0,0,0,18430,0,0,0,0
13,5/20/2018,71,4.5,2.8,18740,309,0,0,0
13,6/21/2018,59,3.2,2.8,16890,1068,0,0,0
13,7/29/2018,53,3.3,2.8,16750,3250,0,0,16
13,8/22/2018,48,3.5,3,16640,1368,0,0,19
13,9/14/2018,50,3.5,2.8,17370,816,0,0,9
13,10/15/2018,0,0,0,17370,0,1,0,0
13,11/16/2018,46,3.7,2.9,16490,448,0,0,0
13,12/20/2018,49,3.9,3.1,16960,657,0,0,0
13,1/21/2019,44,3.8,3.2,17060,564,0,0,0
13,2/25/2019,0,0,0,18520,0,0,0,0
39,4/22/2018,54,4.6,3.5,13760,31,0,0,0
39,5/20/2018,67,5.2,2.9,14460,77,0,0,0
39,6/21/2018,72,3.7,2.7,15220,160,0,0,0
39,7/29/2018,60,3.8,2.8,15020,15,0,0,12
39,8/22/2018,57,4,3.1,15120,26,0,0,21
39,9/14/2018,53,3.9,2.9,15190,17,0,0,12
39,10/15/2018,55,4.3,3.2,16180,13,0,0,0
39,11/16/2018,57,4.2,3.2,17070,14,0,0,0
39,12/20/2018,56,4.1,3.3,17650,28,0,0,0
39,1/21/2019,49,4.2,3.5,17660,35,0,0,0
39,2/25/2019,0,0,0,17660,0,0,0,0
131,9/22/2017,75,2.9,2.5,15390,20,0,0,11
131,10/26/2017,68,2.8,2.4,15260,12,0,0,0
131,11/29/2017,68,2.8,2.6,16450,29,0,0,0
131,12/28/2017,70,3.2,2.7,17610,22,0,0,0
131,1/24/2018,64,3.9,2.7,17760,33,0,0,0
131,2/18/2018,65,3.3,2.9,18420,13,0,0,0
131,3/20/2018,49,3.6,3.4,17460,21,0,0,0
131,4/22/2018,37,3.6,3.8,17060,74,0,0,0
131,5/20/2018,41,4,3.8,17550,200,0,0,0
131,6/21/2018,46,3.2,3.3,17830,92,0,0,0
131,7/29/2018,47,3.1,3.1,17890,27,0,0,13
131,10/15/2018,42,3.1,3.1,17890,31,0,0,0
131,11/16/2018,37,3.5,3.2,17890,132,0,0,0
131,12/20/2018,36,3.5,3.2,17890,39,0,0,0
131,1/21/2019,29,3.9,3.3,17890,73,0,0,0
131,2/25/2019,0,0,0,17890,0,0,0,0
235,4/22/2018,74,3.6,2.5,16530,34,0,0,0
235,5/20/2018,78,4,2.7,17340,20,0,0,0
235,6/21/2018,61,3.3,2.6,16230,30,0,0,0
235,7/29/2018,51,3.7,2.9,15910,26,0,0,15
235,8/22/2018,55,4.3,3,16670,69,0,0,18
235,9/14/2018,46,3.7,3,16310,60,0,0,9
235,10/15/2018,59,3.5,3,18220,43,0,0,0
235,11/16/2018,53,3.6,3.2,18520,40,0,0,0
235,12/20/2018,53,3.7,3.2,18920,37,0,0,0
235,1/21/2019,44,4,3.3,19000,41,0,0,0
235,2/25/2019,0,0,0,19000,0,0,0,0
25,3/20/2018,70,3.8,3.5,0,70,0,0,0
25,4/22/2018,70,5.2,3,15180,8,0,0,0
25,5/20/2018,88,4.7,2.7,17500,26,0,0,0
25,6/21/2018,85,3.8,2.6,18590,24,0,0,0
25,7/29/2018,88,4.1,2.8,20680,15,0,0,14
25,8/22/2018,74,3.3,2.8,20350,11,0,0,18
25,9/14/2018,68,3.8,2.7,20560,16,0,0,10
25,10/15/2018,63,3.5,2.9,21050,31,0,0,0
25,11/16/2018,66,3.8,2.8,22010,30,0,0,0
25,12/20/2018,63,3.8,2.9,22240,28,0,0,0
25,1/21/2019,36,4.4,3.3,22160,67,0,0,0
25,2/25/2019,0,0,0,22160,0,0,0,0
237,5/20/2018,59,4.7,2.7,15260,337,0,0,0
237,6/21/2018,52,3.7,2.5,13510,383,0,0,0
237,7/29/2018,51,3.8,2.7,13900,285,0,0,12
237,8/22/2018,50,3.8,3,14110,570,0,0,19
237,9/14/2018,50,3.8,2.8,14480,231,0,0,9
237,10/15/2018,44,4,2.9,14320,189,0,0,0
237,11/16/2018,48,4,3,15370,340,0,0,0
237,12/20/2018,40,4.5,3.2,15410,215,0,0,0
237,1/21/2019,38,4.5,3.3,15700,221,0,0,0
237,2/25/2019,0,0,0,15700,0,0,0,0
267,2/18/2018,59,3.5,2.8,17190,48,0,0,0
267,3/20/2018,56,3.6,2.7,16050,15,0,0,0
267,4/22/2018,47,3.4,2.7,14510,15,0,0,0
267,5/20/2018,51,3.8,3,15660,27,0,0,0
267,6/21/2018,48,3.5,2.9,15470,138,0,0,0
267,7/29/2018,47,3.6,3.1,16000,25,0,0,18
267,8/22/2018,46,3.7,3.2,16300,39,0,0,20
267,9/14/2018,38,3.7,3.1,15900,40,0,0,12
267,10/15/2018,50,3.8,3.2,17160,23,0,0,0
267,11/16/2018,48,3.9,3.2,17400,22,0,0,0
267,12/20/2018,45,4.1,3.3,17550,6420,0,0,0
267,1/21/2019,40,4,3.3,17550,788,0,0,0
267,2/25/2019,0,0,0,17550,0,0,0,0
257,6/21/2018,63,3.6,3.3,16700,136,0,0,0
257,7/29/2018,81,2.8,2.4,19100,197,0,0,13
257,8/22/2018,78,3.1,2.6,19650,81,0,0,20
257,9/14/2018,68,2.8,2.4,19550,50,0,0,11
257,10/15/2018,65,3.1,2.6,20260,86,0,0,0
257,11/16/2018,62,3.2,2.7,20890,75,0,0,0
257,12/20/2018,63,3.3,2.8,21880,154,0,0,0
257,1/21/2019,60,3.3,2.9,22310,86,0,0,0
257,2/25/2019,43,4.2,3.3,21590,107,0,0,0
257,3/22/2019,0,0,0,21590,0,0,0,0
79,12/20/2018,90,3.5,2.9,18810,72,0,0,0
79,1/21/2019,69,3.3,2.3,16380,24,0,0,0
79,2/25/2019,50,3.6,2.5,14110,18,0,0,0
79,3/22/2019,12,3.9,3.1,9760,38,0,0,0
37,3/22/2019,0,0,0,0,0,1,0,0
231,4/22/2018,79,4.1,2.9,17440,12,0,0,0
231,5/20/2018,98,4.5,2.7,19870,9,0,0,0
231,6/21/2018,72,3.6,2.7,17870,20,0,0,0
231,7/29/2018,64,3.7,2.5,18150,14,0,0,8
231,8/22/2018,57,4,2.9,18080,34,0,0,18
231,9/14/2018,57,3.8,2.8,18500,21,0,0,10
231,10/15/2018,59,3.8,2.9,19540,11,0,0,0
231,11/16/2018,58,4,2.9,20300,24,0,0,0
231,12/20/2018,60,4.5,2.9,21070,35,0,0,0
231,1/21/2019,56,4.1,3.1,21210,54,0,0,0
231,2/25/2019,0,0,0,21210,0,0,0,0
97,7/29/2018,58,3.8,2.8,13060,18,0,0,7
97,8/22/2018,72,3.3,2.4,14840,20,0,0,23
97,9/14/2018,65,2.5,2.3,14680,10,0,0,10
97,10/15/2018,61,3,2.5,15060,7,0,0,0
97,11/16/2018,62,3.9,2.6,16130,5,0,0,0
97,12/20/2018,63,3.4,2.7,17050,14,0,0,0
97,1/21/2019,67,2.8,2.7,18130,12,0,0,0
97,2/25/2019,74,4.5,2.7,19330,52,0,0,0
97,3/22/2019,0,0,0,19330,0,1,0,0
260,2/25/2019,56,3,2.7,14950,2527,0,0,0
260,3/22/2019,56,2.7,2.2,14080,195,0,0,0
