Sort_num,Herd_code,Farm_name,Sample_date,Facility_type,Bedding_type,Facility_Bedding,Lact_Dry,Used_NotUsed,Material,Mat_Type,Org_Inorg,bedding_choose_one,bedding_Sample_ID,bedding_perc_moisture,bedding_pH,bedding_EC,bedding_bacillus_CFUmL_0,bedding_bacillus_CFUmL_12.5,bedding_bacillus_log10,bedding_coliforms_CFUmL_0,bedding_coliforms_CFUmL_12.5,bedding_coliforms_log10,bedding_PERCENT_klebsiella,bedding_klebsiella_CFUmL,bedding_klebsiella_log10,bedding_envstrep_CFUmL_0,bedding_envstrep_CFUmL_12.5,bedding_envstrep_log10,bedding_noncoligramneg_CFUmL_0,bedding_noncoligramneg_CFUmL_12.5,bedding_noncoligramneg_log10,bedding_staphsp_CFUmL_0,bedding_staphsp_CFUmL_12.5,bedding_staphsp_log10,bedding_total_bacteria_count_CFUmL_0,bedding_total_bacteria_count_log10,milk_Sample_ID,milk_RAW_CFU_ml_1.100,milk_log10_rawcfu,milk_PAST_CFU_ml_1.10,milk_PI__CFU_ml__1.1000,milk_Total_Coli__CFU_ml__1.1,milk_E._coli__CFU_ml__1.1,milk_Staph__CFU_ml__1.10,milk_perc_BF,milk_perc_Protein,milk_perc_Lactose,milk_perc_Other Solids,milk_MUN,milk_SCC_1.1000,milk_log2_SCC,milk_log10_scc,milk_Coliforms,milk_log10_coliforms,milk_Non_ag_Strep,milk_log10_strep,milk_Staph_aureus,milk_log10_aureus,milk_Staph_sp,milk_log10_staphsp,milk_Strep_ag,milk_Mycoplasma,perc_new_IMI,perc_chron_IMI,perc_IMI,std_150_milk,avg_LS_unweighted,avg_LS_weighted,perc_udder_3and4,mean_hygiene,farm_county,pred_breed,herd_size,herd_size_cat,sel_feed,air_quality_prod,air_quality_TA,age_fac,lying_surface,freestall_density,tiestall_trainers,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,fiber_type,fiber_source,fiber_dry,fiber_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,method_alley_clean,freq_gutter_cleaner_wk,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,freq_milking_day,milking_sys,parlor_type,parlor_wash_units,predip,predip_type,postdip,postdip_type,forestrip,wipe,towel_type,towel_num,gloves,mast_det_recc,clip_udder,trim_switch,mast_record,record_type,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,mast_vax,dry_prod,sel_supp
45,OH.17,Chapman,5.8.2019,TS,WO,TS_WO,LD,N,ShWc,W,O,n,OH.17.LD.N.ShWc,0.51,3.8,142.1,550,550,2.74036,0,12.5,1.09691,0,0,,0,12.5,1.09691,1100,1100,3.04139,0,12.5,1.09691,1650,3.21748,0H.17_milk,900,2.954242509,10,3000,0,0,20,3.65,2.9,4.54,5.62,15.79,120000,3.26,5.079181246,0,,20,1.30103,70,1.84509804,90,1.954242509,0,Neg,10.5,15.8,28.9,53.1,2.8,3.8,0.6,2.81,Orange,Holstein,56,56_69,y,good,good,64,mat_conc,NA,y,NA,NA,NA,NA,NA,fresh_raw,under_cover,NA,NA,NA,NA,y,7,28,2.5,NA,7,NA,NA,NA,NA,2,tiestall,NA,NA,y,iodine,y,iodine,y,y,cloth,dep_two,no_some,n,y,y,sometimes_temp,written,never,never,never,never,never,n,n,occ_reg
46,OH.17,Chapman,5.8.2019,TS,WO,TS_WO,LD,U,ShWc,W,O,y,OH.17.LD.U.ShWc,0.35,7.82,1872,6250000,6250000,6.79588,30000,30000,4.47712,0.02,600,2.77815125,6250000,6250000,6.79588,375000,375000,5.57403,100000,100000,5,13005000,7.11411,0H.17_milk,900,2.954242509,10,3000,0,0,20,3.65,2.9,4.54,5.62,15.79,120000,3.26,5.079181246,0,,20,1.30103,70,1.84509804,90,1.954242509,0,Neg,10.5,15.8,28.9,53.1,2.8,3.8,0.6,2.81,Orange,Holstein,56,56_69,y,good,good,64,mat_conc,NA,y,NA,NA,NA,NA,NA,fresh_raw,under_cover,NA,NA,NA,NA,y,7,28,2.5,NA,7,NA,NA,NA,NA,2,tiestall,NA,NA,y,iodine,y,iodine,y,y,cloth,dep_two,no_some,n,y,y,sometimes_temp,written,never,never,never,never,never,n,n,occ_reg
47,OH.18,HoytHill,5.10.2019,TS,WO,TS_WO,LD,N,ShWc,W,O,n,OH.18.LD.N.ShWc,0.51,4.1,128.7,175,175,2.24304,0,12.5,1.09691,0,0,,0,12.5,1.09691,25,25,1.39794,0,12.5,1.09691,200,2.30103,0H.18_milk,16000,4.204119983,180,94000,23,0,0,4.2,3.12,4.57,5.68,10.94,110000,3.14,5.041392685,5,0.698970004,1250,3.09691,25,1.397940009,15,1.176091259,0,Neg,6.1,16.3,26.5,51.2,2.5,3.5,0.67,2.9,Orange,Jersey_Other,65,56_69,y,poor_fair,good,31,mat_conc,NA,n,NA,NA,NA,NA,NA,fresh_raw,under_cover,NA,NA,NA,NA,n,28,56,1.3,NA,7,NA,NA,NA,NA,2,tiestall,NA,NA,y,iodine,y,iodine,y,y,paper,one,all,n,n,y,never,NA,never,never,never,never,never,n,n,no
48,OH.18,HoytHill,5.10.2019,TS,WO,TS_WO,LD,U,ShWc,W,O,y,OH.18.LD.U.ShWc,0.5,8.2,743,4000000,4000000,6.60206,45000,45000,4.65321,0,0,,3150000,3150000,6.49831,850000,850000,5.92942,1500,1500,3.17609,8046500,6.90561,0H.18_milk,16000,4.204119983,180,94000,23,0,0,4.2,3.12,4.57,5.68,10.94,110000,3.14,5.041392685,5,0.698970004,1250,3.09691,25,1.397940009,15,1.176091259,0,Neg,6.1,16.3,26.5,51.2,2.5,3.5,0.67,2.9,Orange,Jersey_Other,65,56_69,y,poor_fair,good,31,mat_conc,NA,n,NA,NA,NA,NA,NA,fresh_raw,under_cover,NA,NA,NA,NA,n,28,56,1.3,NA,7,NA,NA,NA,NA,2,tiestall,NA,NA,y,iodine,y,iodine,y,y,paper,one,all,n,n,y,never,NA,never,never,never,never,never,n,n,no
49,OH.19,PembrookHeritage,5.10.2019,TS,WO,TS_WO,LD,N,Sw,W,O,n,OH.19.LD.N.Sw,0.56,3.95,105.7,50,50,1.69897,0,12.5,1.09691,0,0,,0,12.5,1.09691,0,12.5,1.09691,0,12.5,1.09691,50,1.69897,0H.19_milk,7500,3.875061263,10,1000000,3,0,30,4.72,3.58,4.71,5.86,9.95,100000,3,5,5,0.698970004,35,1.54407,0,,130,2.113943352,0,Neg,2.6,10.3,23.1,52.9,2.2,3.4,0.22,1.97,Orange,Jersey_Other,44,30_55,n,excellent,good,74,mat_conc,NA,n,NA,NA,NA,NA,NA,fresh_raw,under_cover,NA,NA,NA,NA,n,14,28,6.4,NA,14,NA,NA,NA,NA,2,tiestall,NA,NA,y,iodine,y,iodine,y,y,paper,one,all,n,n,y,sometimes_temp,written,never,never,never,never,never,n,n,no
50,OH.19,PembrookHeritage,5.10.2019,TS,WO,TS_WO,LD,U,Sw,W,O,y,OH.19.LD.U.Sw,0.48,6.2,428,550000,550000,5.74036,400000,400000,5.60206,0.69,276000,5.440909082,975000,975000,5.989,1775000,1775000,6.2492,125000,125000,5.09691,3825000,6.58263,0H.19_milk,7500,3.875061263,10,1000000,3,0,30,4.72,3.58,4.71,5.86,9.95,100000,3,5,5,0.698970004,35,1.54407,0,,130,2.113943352,0,Neg,2.6,10.3,23.1,52.9,2.2,3.4,0.22,1.97,Orange,Jersey_Other,44,30_55,n,excellent,good,74,mat_conc,NA,n,NA,NA,NA,NA,NA,fresh_raw,under_cover,NA,NA,NA,NA,n,14,28,6.4,NA,14,NA,NA,NA,NA,2,tiestall,NA,NA,y,iodine,y,iodine,y,y,paper,one,all,n,n,y,sometimes_temp,written,never,never,never,never,never,n,n,no
51,OH.20,Holyoke,5.14.2019,FS,WO,FS_WO,LD,N,ShSw,W,O,n,OH.20.LD.N.ShSw,0.39,7.74,1480,1550,1550,3.19033,875,875,2.94201,0,0,,25,25,1.39794,5000,5000,3.69897,125000,125000,5.09691,132450,5.12205,0H.20_milk,1700,3.230448921,30,300000,13,13,50,5.09,3.6,4.6,5.74,9.49,200000,4,5.301029996,5,0.698970004,155,2.19033,50,1.698970004,75,1.875061263,0,Neg,9.8,13.7,25.5,38.7,2.7,3.7,0.55,2.45,Franklin,Jersey_Other,68,56_69,y,excellent,good,25,mat_conc,0.84,NA,NA,NA,NA,NA,NA,kiln_dried,under_cover,NA,NA,NA,NA,n,14,21,2.5,cont_automated,NA,NA,NA,NA,NA,2,parlor,swing,occ_between,y,iodine,y,iodine,y,y,paper,one,no_some,n,n,y,never,NA,sometimes_always,never,never,never,ref_vet_onfarm,n,n,no
52,OH.20,Holyoke,5.14.2019,FS,WO,FS_WO,LD,U,ShSw,W,O,y,OH.20.LD.U.ShSw,0.34,5.21,212,325000,325000,5.51188,125,125,2.09691,0,0,,4500000,4500000,6.65321,2500,2500,3.39794,250,250,2.39794,4827875,6.68376,0H.20_milk,1700,3.230448921,30,300000,13,13,50,5.09,3.6,4.6,5.74,9.49,200000,4,5.301029996,5,0.698970004,155,2.19033,50,1.698970004,75,1.875061263,0,Neg,9.8,13.7,25.5,38.7,2.7,3.7,0.55,2.45,Franklin,Jersey_Other,68,56_69,y,excellent,good,25,mat_conc,0.84,NA,NA,NA,NA,NA,NA,kiln_dried,under_cover,NA,NA,NA,NA,n,14,21,2.5,cont_automated,NA,NA,NA,NA,NA,2,parlor,swing,occ_between,y,iodine,y,iodine,y,y,paper,one,no_some,n,n,y,never,NA,sometimes_always,never,never,never,ref_vet_onfarm,n,n,no
53,OH.21,Bouchard,5.14.2019,FS,composite,FS_composite,D,U,SnShSwHa,C,O,n,OH.21.D.U.SnShSwHa,0.28,8.15,2170,6250000,6250000,6.79588,875,875,2.94201,0.03,26.25,1.419129308,6250000,6250000,6.79588,160000,160000,5.20412,17500,17500,4.24304,12678375,7.10306,0H.21_milk,200,2.301029996,0,12000,0,0,0,3.84,2.93,4.62,5.71,11.81,150000,3.58,5.176091259,0,,260,2.41497,100,2,5,0.698970004,0,Neg,5.8,5.8,17.3,64.6,1.9,3.8,0.32,2.11,Franklin,Jersey_Other,69,56_69,y,good,good,52,mat_conc,0.87,NA,NA,NA,NA,NA,NA,kiln_dried,under_cover,hay,both,dry_round,outside_uncovered,n,1,14,1.3,skid_steer,NA,NA,NA,NA,NA,2,parlor,herringbone,occ_between,y,iodine,y,chlor,y,y,paper,one,no_some,n,y,y,sometimes_temp,software,sometimes_always,never,never,never,ref_vet_onfarm,y,y,occ_reg
54,OH.21,Bouchard,5.14.2019,FS,WO,FS_WO,L,U,ShSw,W,O,y,OH.21.L.U.ShSw,0.4,7.02,442,450000,450000,5.65321,1425,1425,3.15381,0,0,,3800000,3800000,6.57978,450000,450000,5.65321,325,325,2.51188,4701750,6.67226,0H.21_milk,200,2.301029996,0,12000,0,0,0,3.84,2.93,4.62,5.71,11.81,150000,3.58,5.176091259,0,,260,2.41497,100,2,5,0.698970004,0,Neg,5.8,5.8,17.3,64.6,1.9,3.8,0.32,2.11,Franklin,Jersey_Other,69,56_69,y,good,good,52,mat_conc,0.87,NA,NA,NA,NA,NA,NA,kiln_dried,under_cover,NA,NA,NA,NA,n,1,14,1.3,skid_steer,NA,NA,NA,NA,NA,2,parlor,herringbone,occ_between,y,iodine,y,chlor,y,y,paper,one,no_some,n,y,y,sometimes_temp,software,sometimes_always,never,never,never,ref_vet_onfarm,y,y,occ_reg
