sort_num_3.16,timeline_1_NAS,timeline_2_NAS,timeline_3_NAS,timeline_4_NAS,all_timeline_NAS,no_NAS_or_?,huh?,actually NO NAS but has some info,mix?,X_1,X_2,X_3,X_4,X1_2,X2_3,X3_4,X1_2_3,X2_3_4,X1_2_3_4,X_1_?_3,X_1_?_3_4,X_1_N_3,X_1_2_N_4,X_1_2_?_4,first_quarter_code,first_path_1_maldi_final_id,first_path_2_maldi_final_id,second_quarter_code,second_path_1_maldi_final_id,second_path_2_maldi_final_id,third_quarter_code,third_path_1_maldi_final_id,third_path_2_maldi_final_id,fourth_quarter_code,fourth_path_1_maldi_final_id,fourth_path_2_maldi_final_id,mix?,NAS present in mix only?,same sp. all obs.,num. sp.,sp.,num_obs_with_NAS_IMI,S_chromogenes_IMI_CUMULATIVE,S_haemolyticus_IMI_CUMULATIVE,S_simulans_IMI_CUMULATIVE,S_equorum_IMI_CUMULATIVE,S_agnetis_IMI_CUMULATIVE,S_devriesei_IMI_CUMULATIVE,S_warneri_IMI_CUMULATIVE,S_xylosus_IMI_CUMULATIVE,M_sciuri_IMI_CUMULATIVE,S_auricularis_IMI_CUMULATIVE,S_capitis_IMI_CUMULATIVE,S_cohnii_IMI_CUMULATIVE,S_epidermidis_IMI_CUMULATIVE,M_fleurettii_IMI_CUMULATIVE,S_gallinarum_IMI_CUMULATIVE,S_hominis_IMI_CUMULATIVE,S_pseudintermedius_IMI_CUMULATIVE,S_saprophyticus_IMI_CUMULATIVE,S_succinus_IMI_CUMULATIVE,S_hyicus_IMI_CUMULATIVE,M_vitulinus_IMI_CUMULATIVE,check for ID update,sort num,had an NAS IMI at one time,blind?,uniqueID,timeline_1,timeline_2,timeline_3,timeline_4,all_timeline,unique_quarter_ID,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_imi,first_path_2,first_path2_imi,first_path_3,first_path3_imi,first_path_4,first_path4_imi,first_quarter_code,first_isolate_1,first_path_1_maldi_final_id,first_fix_1,first_isolate_2,first_path_2_maldi_final_id,first_fix_2,first_isolate_3,first_path_3_maldi_final_id,first_fix_3,first_isolate_4,first_path_4_maldi_final_id,first_fix_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_imi_series,first_hygiene_scorer_1,first_hygiene_1,first_hygiene_scorer_2,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_contam,first_contam_comment,first_dup_a_cfu_count,first_dup_b_cfu_count,first_more_than_2_org_present,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_imi,second_path_2,second_path2_imi,second_path_3,second_path3_imi,second_path_4,second_path4_imi,second_quarter_code,second_isolate_1,second_path_1_maldi_final_id,second_fix_1,second_isolate_2,second_path_2_maldi_final_id,second_fix_2,second_isolate_3,second_path_3_maldi_final_id,second_fix_3,second_isolate_4,second_path_4_maldi_final_id,second_fix_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_imi_series,second_hygiene_scorer_1,second_hygiene_1,second_hygiene_scorer_2,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3,second_scc,second_contam,second_contam_comment,second_dup_a_cfu_count,second_dup_b_cfu_count,second_more_than_2_org_present,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_imi,third_path_2,third_path2_imi,third_path_3,third_path3_imi,third_path_4,third_path4_imi,third_quarter_code,third_isolate_1,third_path_1_maldi_final_id,third_fix_1,third_isolate_2,third_path_2_maldi_final_id,third_fix_2,third_isolate_3,third_path_3_maldi_final_id,third_fix_3,third_isolate_4,third_path_4_maldi_final_id,third_fix_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_imi_series,third_hygiene_scorer_1,third_hygiene_1,third_hygiene_scorer_2,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_contam,third_contam_comment,third_dup_a_cfu_count,third_dup_b_cfu_count,third_more_than_2_org_present,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_imi,fourth_path_2,fourth_path2_imi,fourth_path_3,fourth_path3_imi,fourth_path_4,fourth_path4_imi,fourth_quarter_code,fourth_isolate_1,fourth_path_1_maldi_final_id,fourth_fix_1,fourth_isolate_2,fourth_path_2_maldi_final_id,fourth_fix_2,fourth_isolate_3,fourth_path_3_maldi_final_id,fourth_fix_3,fourth_isolate_4,fourth_path_4_maldi_final_id,fourth_fix_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_imi_series,fourth_hygiene_scorer_1,fourth_hygiene_1,fourth_hygiene_scorer_2,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_contam,fourth_contam_comment,fourth_dup_a_cfu_count,fourth_dup_b_cfu_count,fourth_more_than_2_org_present,unique_quarter_ID,num_missing_out_of_4,num_obs_total,num_obs_with_NAS_IMI,NAS mix?,NAS present in mix only?,same NAS sp. all obs.,num. NAS sp.,disclude from non CNS (no info),NOTHING,X_1,X_2,X_3,X_4,X1_2,X2_3,X3_4,X1_2_3,X2_3_4,X1_2_3_4,X_1_?_3,X_1_?_3_4,X_1_?_?_4,X_?_2_?_4,X_1_2_?_4,species,S_chromogenes_IMI_only1s,S_haemolyticus_IMI_only1s,S_simulans_IMI_only1s,S_equorum_IMI_only1s,S_agnetis_IMI_only1s,S_devriesei_IMI_only1s,S_warneri_IMI_only1s,S_xylosus_IMI_only1s,M_sciuri_IMI_only1s,S_auricularis_IMI_only1s,S_capitis_IMI_only1s,S_cohnii_IMI_only1s,S_epidermidis_IMI_only1s,M_fleurettii_IMI_only1s,S_gallinarum_IMI_only1s,S_hominis_IMI_only1s,S_pseudintermedius_IMI_only1s,S_saprophyticus_IMI_only1s,S_succinus_IMI_only1s,S_hyicus_IMI_only1s,M_vitulinus_IMI_only1s,sort_num_orig_df,cowid_quarter,sort_num_preds,farm,cow_id,lactation,quarter_position,new_avg_DIM,fresh_date,first_date,visit1_DIM,second_date,visit2_DIM,third_date,visit3_DIM,fourth_date,visit4_DIM,new_avg_HYG,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,cns.mix-,NA-,NA-,NA,cns.mix-NA-NA-NA,,,,x,x,,,,,,,,,,,,,,,27,streptococcus dysgalactiae,s. equorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,x,y,y,1,eq,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,y,n,456_Glennview_LH_fourth,.,.,.,.,.,456_Glennview_LH,1.14.2020,first,Glennview,9,strep,yes27,cns,yes27,,,,,27,gv017,streptococcus dysgalactiae,,gv018,staphylococcus equorum,,,,,,,,,,,,yes,,yes,j,3,c,2,NA,NA,NA,290000,,,,,yes,456_Glennview_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456_Glennview_LH,3,1,1,x,y,y,1,.,,x,,,,,,,,,,,,,,,eq,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,456_Glennview_LH,1,Glennview,456_Glennview,5,LH,55,11/20/2019,1/14/2020,55,NA,NA,NA,NA,NA,NA,2.5,2.2,TS,TS_SH,SH,Jersey_Other,70,70_105,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes_always,sometimes_always,issue_always,sometimes_issue,ref_vet_onfarm,y,occ_reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,cns.mix-,N-,N-,NA,cns.mix-N-N-NA,,,,x,x,,,,,,,,,,,,,,,27,corynebacterium species,s. haemolyticus,3,,,5,,,NA,NA,NA,x,y,y,1,haem,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,y,n,strawberry_Butterworks_LH_fourth,.,.,.,.,.,strawberry_Butterworks_LH,1.2.2020,first,Butterworks,2,corynebac,yes27,cns,yes27,,,,,27,bw001,corynebacterium species,,bw002,staphylococcus haemolyticus,,,,,,,,,,,,yes,,yes,j,1,c,1,NA,NA,NA,7000,,,,,yes,strawberry_Butterworks_LH,2.4.2020,second,Butterworks,2,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,13000,,,,,,strawberry_Butterworks_LH,3.3.2020,third,Butterworks,3,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,n,2,c,1,NA,NA,NA,0,,,,,,strawberry_Butterworks_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,strawberry_Butterworks_LH,1,3,1,x,y,y,1,.,,,,,,,,,x,,,,,,,,haem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,strawberry_Butterworks_LH,2,Butterworks,strawberry_Butterworks,3,LH,146.5,9/8/2019,1/2/2020,116,2/4/2020,149,3/3/2020,177,NA,NA,1.333333333,2,BP,BP_WF,WC_FI,Jersey_Other,44,30_55,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes_always,never,never,never,ref_vet_onfarm,n,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,cns.mix-,N-,N-,NA,cns.mix-N-N-NA,,,,x,x,,,,,,,,,,,,,,,27,aerococcus viridans,s. equorum,3,,,5,,,NA,NA,NA,x,y,y,1,eq,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,y,n,bon_Butterworks_LH_fourth,.,.,.,.,.,bon_Butterworks_LH,1.2.2020,first,Butterworks,29,strep,yes27,cns,yes27,,,,,27,bw054,aerococcus viridans,no_sslo,bw055,staphylococcus equorum,,,,,,,,,,,,yes,,yes,j,2,c,2,NA,NA,NA,5000,,,,,yes,bon_Butterworks_LH,2.4.2020,second,Butterworks,31,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,t,2,c,1,NA,NA,NA,220000,,,,,,bon_Butterworks_LH,3.3.2020,third,Butterworks,32,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,n,3,c,1,NA,NA,NA,2000,,,,,,bon_Butterworks_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bon_Butterworks_LH,1,3,1,x,y,y,1,.,,,,,,,,,x,,,,,,,,eq,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,bon_Butterworks_LH,3,Butterworks,bon_Butterworks,4,LH,271.5,5/6/2019,1/2/2020,241,2/4/2020,274,3/3/2020,302,NA,NA,1.833333333,2,BP,BP_WF,WC_FI,Jersey_Other,44,30_55,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes_always,never,never,never,ref_vet_onfarm,n,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,cns.mix-,not.cns-,cont-,NA,cns.mix-not.cns-cont-NA,,,,x,x,,,,,,,,,,,,,,,27,s. chromogenes,streptococcus uberis,2,streptococcus uberis,,13,,,NA,NA,NA,x,y,y,1,chrom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,y,n,54_Glennview_RH_fourth,.,.,.,.,.,54_Glennview_RH,1.14.2020,first,Glennview,7,cns,yes27,strep,yes27,,,,,27,gv014,staphylococcus chromogenes,,gv015,streptococcus uberis,,,,,,,,,,,,yes,,yes,j,2,c,2,NA,NA,NA,190000,,,,,yes,54_Glennview_RH,2.19.2020,second,Glennview,13,strep,yes2,,,,,,,2,gv066,streptococcus uberis,,,,,,,,,,,,,,,no,,yes,m,2,c,2,NA,NA,NA,60000,,,11,3,,54_Glennview_RH,3.19.2020,third,Glennview,24,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,j,1,c,4,NA,NA,NA,62000,,,,,,54_Glennview_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54_Glennview_RH,2,2,1,x,y,y,1,.,,,,,,x,,,,,,,,,,,chrom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54_Glennview_RH,4,Glennview,54_Glennview,5,RH,104,10/20/2019,1/14/2020,86,2/19/2020,122,3/19/2020,151,NA,NA,2,2.2,TS,TS_SH,SH,Jersey_Other,70,70_105,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes_always,sometimes_always,issue_always,sometimes_issue,ref_vet_onfarm,y,occ_reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,cns.mix-,not.cns-,not.cns-,NA,cns.mix-not.cns-not.cns-NA,,,,x,x,,,,,,,,,,,,,,,27,s. chromogenes,streptococcus uberis,2,streptococcus uberis,,1,streptococcus uberis,,NA,NA,NA,x,y,y,1,chrom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,y,n,marshmellow_Swallowdale_LH_fourth,.,.,.,.,.,marshmellow_Swallowdale_LH,12.13.2019,first,Swallowdale,27,cns,yes27,strep,yes27,,,,,27,sw042,staphylococcus chromogenes,,sw043,streptococcus uberis,,,,,,,,,,,,yes,,yes,NA,NA,NA,NA,NA,NA,NA,120000,,,,,yes,marshmellow_Swallowdale_LH,1.22.2020,second,Swallowdale,8,strep,yes2,,,,,,,2,sw065,streptococcus uberis,,,,,,,,,,,,,,,no,,yes,j,1,NA,NA,NA,NA,NA,95000,,,4,1,,marshmellow_Swallowdale_LH,2.28.2020,third,Swallowdale,21,strep,yes1,,,,,,,1,sw115,streptococcus uberis,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,120000,,,30,11,,marshmellow_Swallowdale_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marshmellow_Swallowdale_LH,1,3,1,x,y,y,1,.,,,,,,,,,x,,,,,,,,chrom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,marshmellow_Swallowdale_LH,5,Swallowdale,marshmellow_Swallowdale,1,LH,60.5,11/21/2019,12/13/2019,22,1/22/2020,62,2/28/2020,99,NA,NA,1,1.4,BP,BP_WF,WC_FI,Jersey_Other,82,70_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,occ_reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,N-,cns.mix-,cont-,NA,N-cns.mix-cont-NA,,,,x,,x,,,,,,,,,,,,,,5,,,27,streptococcus uberis,s. chromogenes,4,,,NA,NA,NA,x,y,y,1,chrom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,y,n,pistol_OughtaBe_RH_fourth,.,.,.,.,.,pistol_OughtaBe_RH,1.3.2020,first,OughtaBe,21,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,3,c,3,NA,NA,NA,4000,,,,,,pistol_OughtaBe_RH,2.14.2020,second,OughtaBe,27,strep,yes27,cns,yes27,,,,,27,ob092,streptococcus uberis,,ob093,staphylococcus chromogenes,,,,,,,,,,,,yes,,yes,t,3,c,3,NA,NA,NA,260000,,,,,yes,pistol_OughtaBe_RH,3.12.2020,third,OughtaBe,31,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,4,c,3,NA,NA,NA,4000,,,,,,pistol_OughtaBe_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pistol_OughtaBe_RH,2,2,1,x,y,y,1,.,,,,,,x,,,,,,,,,,,chrom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,pistol_OughtaBe_RH,6,OughtaBe,pistol_OughtaBe,2,RH,185,7/23/2019,1/3/2020,164,2/14/2020,206,3/12/2020,233,NA,NA,3,2.3,TS,TS_SH,SH,Jersey_Other,70,70_105,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes_always,sometimes_always,never,never,ref_vet_onfarm,n,occ_reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,nocns.mix-,cns.mix-,nocns.mix-,NA,nocns.mix-cns.mix-nocns.mix-NA,,,,x,,x,,,,,,,,,,,,,,27,corynebacterium stationis,streptococcus uberis,27,streptococcus uberis,s. equorum,27,streptococcus uberis,corynebacterium species,NA,NA,NA,x,y,y,1,eq,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,y,n,93_Glennview_RH_fourth,.,.,.,.,.,93_Glennview_RH,1.14.2020,first,Glennview,20,corynebac,yes27,strep,yes27,,,,,27,gv031,corynebacterium stationis,,gv032,streptococcus uberis,,,,,,,,,,,,yes,,yes,j,2,c,3,NA,NA,NA,190000,,,,,yes,93_Glennview_RH,2.19.2020,second,Glennview,36,strep,yes27,cns,yes27,,,,,27,gv099,streptococcus uberis,,gv100,staphylococcus equorum,,,,,,,,,,,,yes,,yes,m,2,c,3,NA,NA,NA,3900000,,,,,yes,93_Glennview_RH,3.19.2020,third,Glennview,13,strep,yes27,corynebac,yes27,,,,,27,gv125,streptococcus uberis,,gv126,corynebacterium species,,,,,,,,,,,,yes,,yes,j,1,c,2,NA,NA,NA,380000,,,,,yes,93_Glennview_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93_Glennview_RH,1,3,1,x,y,y,1,.,,,,,,,,,x,,,,,,,,eq,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93_Glennview_RH,7,Glennview,93_Glennview,3,RH,457.5,11/15/2018,1/14/2020,425,2/19/2020,461,3/19/2020,490,NA,NA,2.166666667,2.2,TS,TS_SH,SH,Jersey_Other,70,70_105,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes_always,sometimes_always,issue_always,sometimes_issue,ref_vet_onfarm,y,occ_reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,not.cns-,cns.mix-,not.cns-,NA,not.cns-cns.mix-not.cns-NA,,,,x,,x,,,,,,,,,,,,,,2,streptococcus uberis,,27,s. chromogenes,streptococcus uberis,29,streptococcus uberis,,NA,NA,NA,x,y,y,1,chrom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,y,n,marshmellow_Swallowdale_RH_fourth,.,.,.,.,.,marshmellow_Swallowdale_RH,12.13.2019,first,Swallowdale,27,strep,yes2,,,,,,,2,sw045,streptococcus uberis,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,725000,,,20,30,,marshmellow_Swallowdale_RH,1.22.2020,second,Swallowdale,8,cns,yes27,strep,yes27,,,,,27,sw067,staphylococcus chromogenes,,sw068,streptococcus uberis,,,,,,,,,,,,yes,,yes,j,1,NA,NA,NA,NA,NA,110000,,,,,yes,marshmellow_Swallowdale_RH,2.28.2020,third,Swallowdale,21,strep,yes29,,,,,,,29,sw117,streptococcus uberis,,,,,,,,,,,,,,,no,,yes,NA,NA,NA,NA,NA,NA,NA,90000,,,30,tntc,,marshmellow_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marshmellow_Swallowdale_RH,1,3,1,x,y,y,1,.,,,,,,,,,x,,,,,,,,chrom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,marshmellow_Swallowdale_RH,8,Swallowdale,marshmellow_Swallowdale,1,RH,60.5,11/21/2019,12/13/2019,22,1/22/2020,62,2/28/2020,99,NA,NA,1,1.4,BP,BP_WF,WC_FI,Jersey_Other,82,70_105,14574,n,poor_fair,52,deep,n,80,535.12128,6.689016,1.388844039,fresh_raw,outside_uncovered,n,NA,NA,NA,0,NA,0.9,1.5,parlor,y,one,all,n,sometimes_temp,never,never,never,never,never,n,occ_reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,?-,N-,cns.mix-,NA,?-N-cns.mix-NA,,,,x,,,x,,,,,,,,,,,,,10,,,3,,,27,s. hominis,kocuria species,NA,NA,NA,x,y,y,1,hom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,9,y,n,chapstick1_Paddlebridge_LF_fourth,.,.,.,.,.,chapstick1_Paddlebridge_LF,1.17.2020,first,Paddlebridge,18,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,j,1,c,1,NA,NA,NA,3000,,,,,,chapstick1_Paddlebridge_LF,2.21.2020,second,Paddlebridge,30,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,m,1,c,1,NA,NA,NA,2000,,,,,,chapstick1_Paddlebridge_LF,3.20.2020,third,Paddlebridge,30,cns,yes27,kocuria,yes27,,,,,27,pb093,staphylococcus hominis,,pb094,kocuria species,yes_from_cns_to_kocuria,,,,,,,,,,,yes,,yes,j,1,c,1,NA,NA,NA,0,,,,,yes,chapstick1_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chapstick1_Paddlebridge_LF,2,2,1,x,y,y,1,.,,,,,,,x,,,,,,,,,,hom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,chapstick1_Paddlebridge_LF,9,Paddlebridge,chapstick1_Paddlebridge,3,LF,88,12/9/2019,1/17/2020,39,2/21/2020,74,3/20/2020,102,NA,NA,1,1.7,TS,TS_SH,SH,Holstein,56,56_69,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,sometimes_always,sometimes_always,never,never,ref_vet_onfarm,n,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
