ID,Test Date,Milk,PCTF,PCTP,305ME,SCC,?,Pen,Mun
682,08/16/17,56,3.3,2.8,18130,80,0,0,0,
682,09/21/17,56,3.8,3.0,19140,288,0,0,0,
682,10/24/17,46,3.9,3.1,19030,110,0,0,0,
682,11/21/17,51,3.7,3.1,19790,223,0,0,0,
682,12/19/17,32,4.0,3.3,19340,289,0,0,0,
682,01/19/18,0,0.0,0.0,19340,0,0,0,0,
697,09/14/16,47,3.9,3.3,15570,57,0,0,0,
697,10/14/16,48,3.5,2.8,16450,20,0,0,0,
697,11/15/16,53,3.5,2.9,18430,18,0,0,0,
697,12/19/16,55,3.5,3.0,19940,22,0,0,0,
697,01/20/17,58,3.4,2.9,20360,18,0,0,0,
697,02/28/17,56,3.6,3.1,20790,26,0,0,0,
697,03/14/17,53,3.6,3.2,20500,16,0,0,0,
697,04/14/17,55,4.0,3.2,21110,14,0,0,0,
697,05/16/17,53,3.7,3.1,21300,46,0,0,0,
697,06/12/17,49,3.6,3.3,21340,26,0,0,0,
697,07/17/17,43,3.9,3.2,21460,15,0,0,0,
697,08/16/17,38,3.8,3.4,21460,42,0,0,0,
697,09/21/17,39,4.2,3.6,21460,23,0,0,0,
697,10/24/17,22,4.3,4.2,21460,72,0,0,0,
697,11/21/17,10,0.0,0.0,21460,0,0,0,0,
697,12/19/17,0,0.0,0.0,21460,0,0,0,0,
713,04/14/17,51,2.9,3.7,0,44,0,0,0,
713,05/16/17,62,2.6,2.7,16570,33,0,0,0,
713,06/12/17,53,3.0,3.0,15310,19,0,0,0,
713,07/17/17,46,2.5,2.9,15090,13,0,0,0,
713,08/16/17,43,3.6,3.1,15240,53,0,0,0,
713,09/21/17,41,3.7,3.2,15430,23,0,0,0,
713,10/24/17,35,4.2,3.4,15140,32,0,0,0,
713,11/21/17,41,3.7,3.2,15980,45,0,0,0,
713,12/19/17,32,4.0,3.3,15580,67,0,0,0,
713,01/19/18,0,0.0,0.0,15580,0,0,0,0,
670,03/14/17,53,3.5,4.3,0,681,0,0,0,
670,04/14/17,67,3.1,2.8,13870,17,0,0,0,
670,05/16/17,60,3.4,2.9,13310,15,0,0,0,
670,06/12/17,49,4.7,3.0,12460,44,0,0,0,
670,07/17/17,36,1.3,3.0,11570,36,0,0,0,
670,08/16/17,56,4.7,2.9,13850,62,0,0,0,
670,09/21/17,27,3.9,3.0,11760,45,0,0,0,
670,10/24/17,31,3.4,2.8,12360,73,0,0,0,
670,11/21/17,34,4.1,3.0,12840,60,0,0,0,
670,12/19/17,34,4.5,3.2,13070,47,0,0,0,
670,01/19/18,0,0.0,0.0,13070,0,0,0,0,
607,09/14/16,53,4.4,3.1,13190,4851,0,0,0,
607,10/14/16,77,4.1,3.1,15870,33,0,0,0,
607,11/15/16,67,3.5,3.2,16040,13,0,0,0,
607,12/19/16,77,3.9,3.2,18780,41,0,0,0,
607,01/20/17,68,3.5,3.2,19120,19,0,0,0,
607,02/28/17,69,3.6,3.2,20370,21,0,0,0,
607,03/14/17,67,3.7,3.3,20570,13,0,0,0,
607,04/14/17,70,4.0,3.2,21520,29,0,0,0,
607,05/16/17,60,3.9,3.2,21410,33,0,0,0,
607,06/12/17,0,0.0,0.0,21410,0,1,0,0,
607,07/17/17,48,4.1,3.3,21230,346,0,0,0,
607,09/21/17,48,3.8,3.3,21440,50,0,0,0,
607,10/24/17,42,3.7,3.4,21440,52,0,0,0,
607,11/21/17,32,4.1,3.8,21440,217,0,0,0,
607,12/19/17,21,4.2,4.1,21440,94,0,0,0,
607,01/19/18,0,0.0,0.0,21440,0,0,0,0,
666,04/14/17,55,4.3,3.6,13060,91,0,0,0,
666,05/16/17,60,3.0,3.2,13030,40,0,0,0,
666,06/12/17,62,3.8,3.2,13560,112,0,0,0,
666,07/17/17,51,4.1,3.1,12950,148,0,0,0,
666,08/16/17,45,4.4,3.4,12840,913,0,0,0,
666,09/21/17,44,4.3,3.6,13300,429,0,0,0,
666,10/24/17,31,4.7,3.7,12560,294,0,0,0,
666,11/21/17,28,4.4,3.9,12630,325,0,0,0,
666,12/19/17,23,0.0,0.0,12670,0,1,0,0,
666,01/19/18,0,0.0,0.0,12670,0,0,0,0,
673,04/14/17,72,5.0,3.6,0,47,0,0,0,
673,05/16/17,77,2.5,2.6,15850,16,0,0,0,
673,06/12/17,62,1.7,2.9,14510,29,0,0,0,
673,07/17/17,48,4.9,3.1,13610,65,0,0,0,
673,08/16/17,50,4.5,3.1,14240,186,0,0,0,
673,09/21/17,50,3.9,3.3,14780,162,0,0,0,
673,10/24/17,24,3.0,3.5,12850,98,0,0,0,
673,11/21/17,45,4.0,3.5,14880,73,0,0,0,
673,12/19/17,36,4.6,3.8,14680,68,0,0,0,
673,01/19/18,0,0.0,0.0,14680,0,0,0,0,
685,03/14/17,74,3.0,2.9,15740,21,0,0,0,
685,04/14/17,82,3.3,2.4,16840,8,0,0,0,
685,05/16/17,82,2.7,2.5,17540,30,0,0,0,
685,06/12/17,67,2.9,2.5,16810,22,0,0,0,
685,07/17/17,61,2.4,2.6,16850,28,0,0,0,
685,08/16/17,65,2.8,2.8,18010,39,0,0,0,
685,09/21/17,62,3.3,3.1,18670,32,0,0,0,
685,10/24/17,48,3.3,3.0,18520,46,0,0,0,
685,11/21/17,41,3.3,3.2,18640,49,0,0,0,
685,12/19/17,45,3.8,3.4,18950,61,0,0,0,
685,01/19/18,27,4.2,4.0,19000,141,0,0,0,
685,02/17/18,0,0.0,0.0,19000,0,0,0,0,
719,04/14/17,67,3.4,2.9,17360,24,0,0,0,
719,05/16/17,66,2.8,2.5,17590,29,0,0,0,
719,06/12/17,64,3.0,2.7,17960,45,0,0,0,
719,07/17/17,56,2.8,2.6,17900,31,0,0,0,
719,08/16/17,52,2.8,2.8,18190,45,0,0,0,
719,09/21/17,37,3.7,3.0,16810,68,0,0,0,
719,10/24/17,50,3.5,3.1,18740,178,0,0,0,
719,11/21/17,51,3.0,3.1,19170,19,0,0,0,
719,12/19/17,45,3.7,3.4,19140,30,0,0,0,
719,01/19/18,39,3.6,3.5,19150,182,0,0,0,
719,02/17/18,0,0.0,0.0,19150,0,0,0,0,
720,05/16/17,71,3.4,2.8,17640,79,0,0,0,
720,06/12/17,68,3.0,2.5,17690,37,0,0,0,
720,07/17/17,64,2.8,2.4,17940,29,0,0,0,
720,08/16/17,65,2.9,2.6,18840,44,0,0,0,
720,09/21/17,58,3.2,2.7,19110,33,0,0,0,
720,10/24/17,57,3.1,2.8,19960,75,0,0,0,
720,11/21/17,71,3.1,2.7,22260,83,0,0,0,
720,12/19/17,59,3.4,3.0,21700,33,0,0,0,
720,01/19/18,62,3.5,2.8,22260,47,0,0,0,
720,02/17/18,49,3.4,2.9,22010,26,0,0,0,
720,03/21/18,0,0.0,0.0,22010,0,0,0,0,
579,06/12/17,68,3.7,2.7,15240,971,0,0,0,
579,07/17/17,74,2.6,2.5,15900,2142,0,0,0,
579,08/16/17,67,3.4,2.7,16010,216,0,0,0,
579,09/21/17,52,3.6,2.9,15380,1023,0,0,0,
579,10/24/17,50,4.0,3.1,15750,712,0,0,0,
579,11/21/17,55,3.6,3.1,16990,794,0,0,0,
579,12/19/17,45,4.1,3.4,16680,200,0,0,0,
579,01/19/18,43,3.9,3.4,17030,385,0,0,0,
579,02/17/18,28,4.2,3.7,16690,194,0,0,0,
579,03/21/18,30,3.2,3.7,16850,135,0,0,0,
579,04/23/18,0,0.0,0.0,16850,0,0,0,0,
664,05/16/17,68,3.4,3.1,14920,21,0,0,0,
664,06/12/17,79,3.5,2.9,16170,115,0,0,0,
664,07/17/17,66,2.1,2.8,15340,29,0,0,0,
664,08/16/17,61,4.1,2.8,15360,59,0,0,0,
664,09/21/17,54,3.0,3.2,15490,532,0,0,0,
664,10/24/17,52,4.2,3.2,16020,172,0,0,0,
664,11/21/17,64,3.3,3.1,17890,181,0,0,0,
664,12/19/17,56,3.6,3.5,17960,168,0,0,0,
664,01/19/18,64,3.9,3.4,18960,196,0,0,0,
664,02/17/18,56,3.9,3.5,18930,193,0,0,0,
664,03/21/18,53,3.8,3.4,19010,233,0,0,0,
664,04/23/18,0,0.0,0.0,19010,0,0,0,0,
716,04/14/17,76,4.0,2.8,18620,40,0,0,0,
716,05/16/17,64,3.5,2.5,17250,44,0,0,0,
716,06/12/17,63,3.3,2.4,17870,77,0,0,0,
716,07/17/17,41,3.7,2.2,15430,174,0,0,0,
716,08/16/17,47,3.0,2.6,16830,141,0,0,0,
716,09/21/17,48,3.4,2.6,17570,153,0,0,0,
716,10/24/17,46,3.4,2.7,17880,122,0,0,0,
716,11/21/17,53,3.1,2.7,18880,76,0,0,0,
716,12/19/17,54,3.6,3.0,19180,138,0,0,0,
716,01/19/18,56,3.6,2.9,19430,127,0,0,0,
716,02/17/18,52,3.5,3.0,19510,126,0,0,0,
716,03/21/18,49,3.8,2.8,19510,135,0,0,0,
716,04/23/18,0,0.0,0.0,19510,0,0,0,0,
709,05/16/17,62,3.9,3.6,0,42,0,0,0,
709,06/12/17,73,3.7,2.8,15890,12,0,0,0,
709,07/17/17,60,3.0,2.6,14630,7,0,0,0,
709,08/16/17,54,3.6,2.7,14520,54,0,0,0,
709,09/21/17,52,3.4,3.0,14950,33,0,0,0,
709,10/24/17,44,3.9,3.0,14640,15,0,0,0,
709,11/21/17,51,3.5,3.1,15930,21,0,0,0,
709,12/19/17,54,3.8,3.3,16780,34,0,0,0,
709,01/19/18,39,4.8,3.3,16280,16,0,0,0,
709,02/17/18,49,4.1,3.6,17030,17,0,0,0,
709,03/21/18,49,3.9,3.4,17160,28,0,0,0,
709,04/23/18,0,0.0,0.0,17160,0,0,0,0,
611,04/14/17,51,3.3,2.4,11780,33,0,0,0,
611,05/16/17,48,3.2,2.4,10990,56,0,0,0,
611,06/12/17,68,3.5,2.4,13670,176,0,0,0,
611,07/17/17,64,2.9,2.3,14270,78,0,0,0,
611,08/16/17,30,4.1,2.5,11270,169,0,0,0,
611,09/21/17,54,3.9,2.8,14080,156,0,0,0,
611,10/24/17,44,4.4,2.8,13990,210,0,0,0,
611,11/21/17,45,3.8,2.9,14380,73,0,0,0,
611,12/19/17,50,3.9,3.1,14810,111,0,0,0,
611,01/19/18,50,4.1,3.1,14930,87,0,0,0,
611,02/17/18,56,3.9,3.2,14930,89,0,0,0,
611,03/21/18,40,3.1,3.3,14930,83,0,0,0,
611,04/23/18,27,3.3,3.3,14930,189,0,0,0,
611,05/24/18,14,2.7,3.7,14930,356,0,0,0,
611,06/28/18,0,0.0,0.0,14930,0,0,0,0,
693,04/14/17,68,5.1,3.2,16000,27,0,0,0,
693,05/16/17,73,3.0,2.6,16280,13,0,0,0,
693,06/12/17,57,2.5,2.7,14820,31,0,0,0,
693,07/17/17,53,2.4,2.6,15260,87,0,0,0,
693,08/16/17,47,3.1,2.9,14970,444,0,0,0,
693,09/21/17,50,3.5,3.0,15970,870,0,0,0,
693,10/24/17,46,3.5,3.0,16300,500,0,0,0,
693,11/21/17,51,3.0,2.9,17220,211,0,0,0,
693,12/19/17,43,3.1,3.2,17180,304,0,0,0,
693,01/19/18,31,3.2,3.2,17080,231,0,0,0,
693,02/17/18,38,3.2,3.3,17130,180,0,0,0,
693,03/21/18,30,3.1,3.2,17130,242,0,0,0,
693,04/23/18,23,3.3,3.1,17130,238,0,0,0,
693,05/24/18,0,0.0,0.0,17130,0,0,0,0,
718,03/14/17,55,4.1,2.5,14920,15,0,0,0,
718,04/14/17,74,3.3,2.3,18270,18,0,0,0,
718,05/16/17,66,3.1,2.3,17940,36,0,0,0,
718,06/12/17,57,2.9,2.4,17260,46,0,0,0,
718,07/17/17,40,3.9,4.2,15830,397,0,0,0,
718,08/16/17,50,3.1,2.6,17570,24,0,0,0,
718,09/21/17,48,3.5,2.5,17950,22,0,0,0,
718,10/24/17,44,3.6,2.6,18030,22,0,0,0,
718,11/21/17,55,3.3,2.6,18970,26,0,0,0,
718,12/19/17,54,3.6,2.9,19150,27,0,0,0,
718,01/19/18,50,3.8,2.7,19240,14,0,0,0,
718,02/17/18,59,3.9,3.1,19240,17,0,0,0,
718,03/21/18,55,3.5,3.1,19240,12,0,0,0,
718,04/23/18,38,3.5,3.0,19240,2654,0,0,0,
718,05/24/18,0,0.0,0.0,19240,0,0,0,0,
722,10/24/17,61,4.0,2.7,18110,25,0,0,0,
722,11/21/17,66,2.8,2.6,19560,47,0,0,0,
722,12/19/17,67,3.4,3.0,20380,37,0,0,0,
722,01/19/18,60,3.1,3.0,19900,28,0,0,0,
722,02/17/18,68,3.2,3.2,21840,29,0,0,0,
722,03/21/18,64,3.0,3.2,21780,11,0,0,0,
722,04/23/18,55,3.3,3.1,21260,23,0,0,0,
722,05/24/18,63,3.4,3.2,22410,33,0,0,0,
722,06/28/18,44,3.7,3.2,21950,48,0,0,0,
722,07/05/18,43,3.5,3.1,22000,18,0,0,0,
722,07/11/18,41,3.8,3.1,21980,37,0,0,0,
722,07/18/18,0,0.0,0.0,21980,0,0,0,0,
729,11/21/17,56,2.5,2.5,16570,24,0,0,0,
729,12/19/17,50,2.7,2.5,15040,17,0,0,0,
729,01/19/18,58,3.0,2.6,17080,29,0,0,0,
729,02/17/18,45,2.9,2.8,15300,19,0,0,0,
729,03/21/18,47,2.9,2.8,16000,33,0,0,0,
729,04/23/18,50,3.5,2.7,16640,15,0,0,0,
729,05/24/18,48,3.4,2.8,16720,29,0,0,0,
729,06/28/18,35,3.7,2.8,15960,28,0,0,0,
729,07/05/18,37,3.4,2.8,16150,16,0,0,0,
729,07/11/18,24,5.3,3.2,15480,67,0,0,0,
729,07/18/18,0,0.0,0.0,15480,0,0,0,0,
656,11/21/17,69,2.8,2.9,15120,11,0,0,0,
656,12/19/17,74,4.1,2.9,15700,21,0,0,0,
656,01/19/18,60,3.5,3.0,14450,33,0,0,0,
656,02/17/18,47,3.4,3.3,13270,23,0,0,0,
656,03/21/18,49,3.6,3.3,13820,24,0,0,0,
656,04/23/18,46,3.9,3.3,13930,41,0,0,0,
656,05/24/18,51,4.4,3.5,14650,44,0,0,0,
656,06/28/18,46,3.8,3.5,14920,20,0,0,0,
656,07/05/18,39,3.4,3.5,14660,21,0,0,0,
656,07/11/18,41,4.3,3.5,14840,26,0,0,0,
656,07/18/18,42,4.4,3.6,14990,33,0,0,12,
656,07/26/18,28,3.3,3.5,14540,55,0,0,13,
656,08/01/18,26,4.7,3.8,14540,109,0,0,14,
656,09/05/18,0,0.0,0.0,14540,0,0,0,0,
717,03/14/17,58,3.8,3.3,15640,70,0,0,0,
717,04/14/17,65,3.4,2.7,16640,16,0,0,0,
717,05/16/17,40,2.4,2.8,12860,122,0,0,0,
717,06/12/17,51,3.7,2.9,15210,26,0,0,0,
717,07/17/17,39,4.0,2.6,14160,19,0,0,0,
717,08/16/17,41,3.8,3.0,14790,37,0,0,0,
717,09/21/17,44,4.0,3.0,15530,33,0,0,0,
717,10/24/17,42,3.7,3.0,15810,23,0,0,0,
717,11/21/17,49,3.7,3.1,16490,15,0,0,0,
717,12/19/17,45,4.0,3.3,16550,73,0,0,0,
717,01/19/18,44,4.8,3.3,16650,32,0,0,0,
717,02/17/18,42,4.2,3.5,16650,27,0,0,0,
717,03/21/18,43,3.7,3.4,16650,38,0,0,0,
717,04/23/18,34,4.3,3.3,16650,22,0,0,0,
717,05/24/18,46,4.3,3.6,16650,17,0,0,0,
717,06/28/18,0,0.0,0.0,16650,0,0,0,0,
700,05/16/17,66,3.5,2.7,16530,46,0,0,0,
700,06/12/17,68,3.4,2.5,17170,714,0,0,0,
700,07/17/17,60,3.3,2.5,17170,1808,0,0,0,
700,08/16/17,54,3.1,2.7,17040,519,0,0,0,
700,09/21/17,46,3.5,2.8,16750,223,0,0,0,
700,10/24/17,42,3.6,2.9,16800,1118,0,0,0,
700,11/21/17,51,3.4,3.0,18140,1437,0,0,0,
700,12/19/17,56,3.7,3.0,18980,755,0,0,0,
700,01/19/18,54,3.7,3.1,19170,309,0,0,0,
700,02/17/18,42,3.7,3.2,19020,284,0,0,0,
700,03/21/18,47,3.4,3.2,19090,876,0,0,0,
700,05/24/18,53,4.1,3.4,19090,255,0,0,0,
700,06/28/18,28,4.3,3.5,19090,163,0,0,0,
700,07/05/18,27,4.1,3.6,19090,85,0,0,0,
700,07/11/18,24,4.3,3.7,19090,340,0,0,0,
700,07/18/18,0,0.0,0.0,19090,0,0,0,0,
704,04/14/17,82,4.3,3.0,18590,15,0,0,0,
704,05/16/17,84,2.8,2.2,19020,11,0,0,0,
704,06/12/17,75,3.3,2.3,18530,54,0,0,0,
704,07/17/17,59,3.3,2.2,17510,14,0,0,0,
704,08/16/17,59,3.3,2.4,18390,32,0,0,0,
704,09/21/17,64,3.5,2.5,20180,19,0,0,0,
704,10/24/17,52,3.6,2.6,19800,26,0,0,0,
704,11/21/17,71,3.2,2.5,22290,15,0,0,0,
704,12/19/17,74,5.8,2.8,23150,38,0,0,0,
704,01/19/18,67,5.3,2.7,23150,18,0,0,0,
704,02/17/18,63,3.9,3.0,23250,15,0,0,0,
704,03/21/18,62,3.7,3.0,23250,15,0,0,0,
704,04/23/18,0,0.0,0.0,23250,0,0,0,0,
591,04/14/17,80,3.1,2.9,16240,558,0,0,0,
591,05/16/17,82,2.5,2.5,16430,38,0,0,0,
591,06/12/17,84,2.5,2.5,17790,15,0,0,0,
591,07/17/17,61,2.7,2.2,16700,13,0,0,0,
591,08/16/17,63,3.3,2.4,17640,13,0,0,0,
591,09/21/17,58,3.1,2.7,18130,16,0,0,0,
591,10/24/17,48,4.1,2.7,18040,39,0,0,0,
591,11/21/17,64,3.0,2.7,19760,32,0,0,0,
591,12/19/17,59,3.2,2.9,19890,42,0,0,0,
591,01/19/18,48,3.0,3.0,19810,76,0,0,0,
591,02/17/18,52,3.6,3.2,19870,52,0,0,0,
591,07/18/18,30,3.6,2.9,19870,100,0,0,10,
591,07/26/18,20,1.9,3.1,19870,127,0,0,12,
591,08/01/18,26,4.8,3.2,19870,126,0,0,13,
591,09/05/18,12,2.9,3.4,19870,351,0,0,13,
591,10/05/18,0,0.0,0.0,19870,0,0,0,0,
642,03/14/17,70,3.5,2.8,14950,23,0,0,0,
642,04/14/17,82,3.5,2.4,16520,16,0,0,0,
642,05/16/17,73,3.4,2.5,16210,33,0,0,0,
642,06/12/17,65,3.7,2.5,15990,54,0,0,0,
642,07/17/17,52,3.7,2.4,15030,155,0,0,0,
642,08/16/17,47,3.8,2.7,15050,213,0,0,0,
642,09/21/17,46,4.3,2.9,15570,347,0,0,0,
642,10/24/17,46,4.8,3.0,16210,153,0,0,0,
642,11/21/17,53,4.3,3.1,16970,43,0,0,0,
642,12/19/17,50,5.1,3.4,17150,68,0,0,0,
642,01/19/18,50,5.2,3.5,17220,51,0,0,0,
642,07/18/18,21,4.8,3.8,17220,127,0,0,13,
642,07/26/18,26,3.4,3.8,17220,91,0,0,13,
642,08/01/18,35,6.7,3.7,17220,172,0,0,13,
642,09/05/18,24,5.6,3.8,17220,173,0,0,12,
642,10/05/18,0,0.0,0.0,17220,0,0,0,0,
636,11/21/17,81,3.0,3.2,16810,92,0,0,0,
636,12/19/17,96,3.6,2.7,18930,16,0,0,0,
636,01/19/18,81,3.2,2.6,18130,79,0,0,0,
636,02/17/18,84,3.2,2.8,19480,11,0,0,0,
636,03/21/18,77,3.3,2.7,19680,14,0,0,0,
636,04/23/18,68,3.5,2.6,19580,15,0,0,0,
636,05/24/18,72,3.1,2.9,20600,15,0,0,0,
636,06/28/18,65,3.5,2.8,20870,18,0,0,0,
636,07/05/18,60,3.2,2.6,20670,12,0,0,0,
636,07/11/18,60,3.7,2.8,20810,26,0,0,0,
636,07/18/18,62,3.6,2.9,21000,25,0,0,16,
636,07/26/18,59,3.4,2.9,20990,15,0,0,15,
636,08/01/18,60,3.5,2.9,21170,23,0,0,17,
636,09/05/18,54,3.7,3.1,21390,27,0,0,17,
636,10/05/18,0,0.0,0.0,21390,0,0,0,0,
667,09/21/17,79,2.8,2.7,17070,130,0,0,0,
667,10/24/17,81,3.2,2.3,17720,151,0,0,0,
667,11/21/17,75,3.0,2.3,18230,191,0,0,0,
667,12/19/17,79,3.5,2.6,19740,456,0,0,0,
667,01/19/18,79,4.0,2.6,20640,88,0,0,0,
667,02/17/18,77,3.0,2.8,21260,108,0,0,0,
667,03/21/18,75,2.7,2.8,21790,83,0,0,0,
667,04/23/18,61,3.3,2.6,21530,66,0,0,0,
667,05/24/18,74,3.2,3.0,22890,42,0,0,0,
667,06/28/18,69,3.5,2.8,23200,43,0,0,0,
667,07/05/18,60,3.2,2.6,23180,45,0,0,0,
667,07/26/18,45,1.8,2.8,23240,77,0,0,15,
667,08/01/18,56,4.7,2.7,23240,85,0,0,13,
667,09/05/18,52,2.8,3.0,23240,169,0,0,12,
667,10/05/18,52,4.5,3.3,23240,194,0,0,15,
667,11/07/18,0,0.0,0.0,23240,0,0,0,0,
691,12/19/17,90,3.9,2.7,18370,23,0,0,0,
691,01/19/18,79,2.9,2.6,17430,16,0,0,0,
691,02/17/18,84,3.8,2.8,19110,113,0,0,0,
691,03/21/18,75,2.6,2.9,19080,9,0,0,0,
691,04/23/18,57,3.4,2.8,17850,20,0,0,0,
691,05/24/18,68,3.3,3.2,19430,12,0,0,0,
691,06/28/18,60,3.7,3.1,19480,14,0,0,0,
691,07/05/18,50,3.4,3.0,18890,13,0,0,0,
691,07/11/18,54,3.7,3.0,19270,15,0,0,0,
691,07/18/18,56,3.8,2.9,19510,22,0,0,13,
691,07/26/18,53,3.6,3.0,19480,19,0,0,15,
691,08/01/18,53,3.8,3.1,19600,22,0,0,16,
691,09/05/18,50,3.6,3.2,20020,18,0,0,13,
691,10/05/18,48,3.9,3.4,20130,19,0,0,12,
691,11/07/18,0,0.0,0.0,20130,0,0,0,0,
544,08/16/17,54,3.5,3.5,14780,129,0,0,0,
544,09/21/17,58,3.6,2.8,14840,70,0,0,0,
544,10/24/17,46,3.9,2.7,13770,25,0,0,0,
544,11/21/17,68,3.2,2.7,17390,12,0,0,0,
544,12/19/17,61,4.0,3.0,17410,602,0,0,0,
544,01/19/18,54,3.8,3.0,17420,36,0,0,0,
544,02/17/18,52,4.1,3.2,17720,21,0,0,0,
544,03/21/18,58,4.2,3.2,18960,34,0,0,0,
544,04/23/18,42,3.8,3.1,18350,31,0,0,0,
544,05/24/18,44,4.4,3.4,18710,77,0,0,0,
544,06/28/18,44,4.0,3.2,18820,54,0,0,0,
544,07/18/18,42,4.2,3.1,18820,87,0,0,14,
544,07/26/18,41,4.2,3.2,18820,107,0,0,17,
544,08/01/18,37,3.8,3.1,18820,109,0,0,18,
544,09/05/18,22,3.9,3.6,18820,126,0,0,18,
544,10/05/18,0,0.0,0.0,18820,0,0,0,0,
616,01/20/17,73,4.1,2.6,14960,43,0,0,0,
616,02/28/17,77,3.7,2.5,15920,13,0,0,0,
616,03/14/17,79,3.1,2.4,16510,24,0,0,0,
616,04/14/17,70,2.8,2.6,16300,21,0,0,0,
616,05/16/17,70,2.9,2.7,17030,10,0,0,0,
616,06/12/17,60,4.6,2.7,16870,18,0,0,0,
616,07/17/17,56,3.8,2.9,17350,23,0,0,0,
616,08/16/17,59,3.2,3.0,18240,30,0,0,0,
616,09/21/17,52,3.7,3.2,18560,23,0,0,0,
616,10/24/17,48,3.6,3.2,18740,47,0,0,0,
616,11/21/17,49,2.9,3.3,18790,34,0,0,0,
616,05/24/18,40,4.0,3.4,18790,70,0,0,0,
616,08/01/18,28,4.1,3.6,18790,111,0,0,13,
616,09/05/18,20,4.3,3.6,18790,127,0,0,14,
616,10/05/18,12,4.3,3.7,18790,246,0,0,15,
616,11/07/18,0,0.0,0.0,18790,0,0,0,0,
735,02/17/18,45,3.6,2.8,13520,32,0,0,0,
735,03/21/18,47,3.5,2.8,12900,45,0,0,0,
735,04/23/18,40,3.6,2.8,11980,29,0,0,0,
735,05/24/18,42,3.7,3.0,12730,19,0,0,0,
735,06/28/18,44,3.9,3.0,13120,22,0,0,0,
735,07/05/18,41,3.5,2.9,12880,21,0,0,0,
735,07/11/18,39,4.2,2.9,12790,31,0,0,0,
735,07/18/18,40,3.7,3.0,13000,33,0,0,12,
735,07/26/18,34,3.6,2.9,12390,25,0,0,14,
735,08/01/18,35,3.8,2.9,12570,33,0,0,14,
735,09/05/18,42,4.3,3.2,13630,28,0,0,12,
735,10/05/18,36,4.8,3.5,13540,34,0,0,13,
735,11/07/18,0,0.0,0.0,13540,0,0,0,0,
723,02/17/18,54,3.2,2.6,16170,5396,0,0,0,
723,03/21/18,49,3.0,2.7,14640,23,0,0,0,
723,04/23/18,53,3.2,2.8,15660,16,0,0,0,
723,05/24/18,51,3.3,3.1,15880,29,0,0,0,
723,06/28/18,49,4.1,3.1,15990,26,0,0,0,
723,07/05/18,46,3.5,3.0,15730,17,0,0,0,
723,07/11/18,45,4.1,3.2,15630,23,0,0,0,
723,07/18/18,46,4.4,3.2,15900,32,0,0,17,
723,07/26/18,43,4.0,3.1,15690,22,0,0,19,
723,08/01/18,42,4.0,3.2,15750,21,0,0,20,
723,09/05/18,44,3.9,3.4,16450,18,0,0,16,
723,10/05/18,40,4.6,3.7,16470,18,0,0,19,
723,11/07/18,41,4.4,3.5,16860,33,0,0,0,
723,12/10/18,0,0.0,0.0,16860,0,0,0,0,
1,12/19/17,41,2.7,3.5,14320,74,0,0,0,
1,01/19/18,46,3.1,3.1,13890,29,0,0,0,
1,02/17/18,52,3.3,3.2,14890,31,0,0,0,
1,03/21/18,40,2.9,3.2,13440,15,0,0,0,
1,04/23/18,33,3.8,3.4,12410,699,0,0,0,
1,05/24/18,38,3.9,3.5,13260,55,0,0,0,
1,06/28/18,33,3.9,3.2,13010,1501,0,0,0,
1,07/05/18,33,3.7,3.2,13210,24,0,0,0,
1,07/11/18,35,3.9,3.2,13380,25,0,0,0,
1,07/18/18,35,3.5,3.2,13550,28,0,0,13,
1,07/26/18,36,3.8,3.2,13700,24,0,0,18,
1,08/01/18,35,3.7,3.2,13670,18,0,0,17,
1,09/05/18,36,3.8,3.5,14090,14,0,0,13,
1,10/05/18,34,4.2,3.5,14250,18,0,0,16,
1,11/07/18,33,4.0,3.8,14310,17,0,0,0,
1,12/10/18,0,0.0,0.0,14310,0,0,0,0,
2,01/19/18,41,2.5,2.8,13640,256,0,0,0,
2,02/17/18,56,3.5,2.9,15570,20,0,0,0,
2,03/21/18,30,4.8,2.9,10730,17,0,0,0,
2,04/23/18,42,3.9,2.9,13000,22,0,0,0,
2,05/24/18,46,3.9,3.2,13800,944,0,0,0,
2,06/28/18,30,4.2,3.0,12050,42,0,0,0,
2,07/05/18,50,5.0,2.8,14570,30,0,0,0,
2,07/11/18,35,4.4,3.1,12890,28,0,0,0,
2,07/18/18,40,4.2,3.3,13520,40,0,0,16,
2,07/26/18,36,4.2,3.0,13210,25,0,0,20,
2,08/01/18,37,4.1,3.0,13390,25,0,0,19,
2,09/05/18,40,4.5,3.4,14060,27,0,0,16,
2,10/05/18,30,4.7,3.6,13810,16,0,0,16,
2,11/07/18,39,4.9,3.6,14210,45,0,0,0,
2,12/10/18,0,0.0,0.0,14210,0,0,0,0,
585,10/24/17,52,4.7,4.1,0,796,0,0,0,
585,11/21/17,82,3.2,2.5,17660,41,0,0,0,
585,12/19/17,76,3.7,2.7,17080,31,0,0,0,
585,01/19/18,73,4.0,2.6,17820,1385,0,0,0,
585,02/17/18,77,4.0,2.9,19280,22,0,0,0,
585,03/21/18,69,3.5,2.8,19100,38,0,0,0,
585,04/23/18,57,3.7,2.7,18560,18,0,0,0,
585,05/24/18,68,3.7,2.9,20110,34,0,0,0,
585,06/28/18,65,3.6,2.8,20680,40,0,0,0,
585,07/05/18,48,4.1,2.8,19970,34,0,0,0,
