complete_case,original_sort,three_df_sort,visit1_visit2,visit2_visit3,visit3_visit4,any_farm,cow_id,quarter,cowid_quarter,lactation,fresh_date,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_imi,first_path_2,first_path2_imi,first_path_3,first_path3_imi,first_path_4,first_path4_imi,first_quarter_code,first_isolate_1,first_path_1_maldi_final_id,first_fix_1,first_isolate_2,first_path_2_maldi_final_id,first_fix_2,first_isolate_3,first_path_3_maldi_final_id,first_fix_3,first_isolate_4,first_path_4_maldi_final_id,first_fix_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_imi_series,first_hygiene_scorer_1,first_hygiene_1,first_hygiene_scorer_2,first_hygiene_2,first_scc,first_contam,first_contam_comment,first_dup_a_cfu_count,first_dup_b_cfu_count,first_more_than_2_org_present,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_imi,second_path_2,second_path2_imi,second_path_3,second_path3_imi,second_path_4,second_path4_imi,second_quarter_code,second_isolate_1,second_path_1_maldi_final_id,second_fix_1,second_isolate_2,second_path_2_maldi_final_id,second_fix_2,second_isolate_3,second_path_3_maldi_final_id,second_fix_3,second_isolate_4,second_path_4_maldi_final_id,second_fix_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_imi_series,second_hygiene_scorer_1,second_hygiene_1,second_hygiene_scorer_2,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3,second_scc,second_contam,second_contam_comment,second_dup_a_cfu_count,second_dup_b_cfu_count,second_more_than_2_org_present,AT.RISK_no_NAS_or_MAM_for_first_in_pair,AT.RISK_no_NAS_ONLY_for_first_in_pair,GETS_NAS_or_MAM_IMI_over_pair_of_obs,GETS_NAS_ONLY_IMI_over_pair_of_obs,noNAS.IMI_noNAS.IMI,noNAS.orMAM.IMI_noNAS.orMAM.IMI,noNAS.IMI_yesNAS.IMI,noNAS.orMAM.IMI_yesNAS.orMAM.IMI,yesNAS.IMI_yesNAS.IMI,yesNAS.orMAM.IMI_yesNAS.orMAM.IMI,yesNAS.IMI_noNAS.IMI,yesNAS.orMAM.IMI_noNAS.orMAM.IMI,disclude_bc_blind_quarter,disclude_bc_obs1_cant_determine_status,disclude_bc_obs2_cant_determine_status,disclude_bc_obs1_NA,disclude_bc_obs2_NA,gets_IMI_with_S_chromogenes,gets_IMI_with_S_haemolyticus,gets_IMI_with_S_simulans,gets_IMI_with_S_equorum,gets_IMI_with_S_agentis,gets_IMI_with_S_devriesei,gets_IMI_with_S_warneri,gets_IMI_with_S_xylosus,gets_IMI_with_M_sciuri,gets_IMI_with_S_auricularis,gets_IMI_with_S_capitis,gets_IMI_with_S_cohnii,gets_IMI_with_S_epidermidis,gets_IMI_with_M_fleurettii,gets_IMI_with_S_gallinarum,gets_IMI_with_S_hominis,gets_IMI_with_S_pseudintermedius,gets_IMI_with_S_saprophyticus,gets_IMI_with_S_succinus,gets_IMI_with_S_hyicus,changes_staph_sp,keeps__IMI_with_S_chromogenes,keeps__IMI_with_S_haemolyticus,keeps__IMI_with_S_simulans,keeps__IMI_with_S_equorum,keeps__IMI_with_S_agentis,keeps__IMI_with_S_devriesei,keeps__IMI_with_S_warneri,keeps__IMI_with_S_xylosus,keeps__IMI_with_M_sciuri,keeps__IMI_with_S_auricularis,keeps__IMI_with_S_capitis,keeps__IMI_with_S_cohnii,keeps__IMI_with_S_epidermidis,keeps__IMI_with_M_fleurettii,keeps__IMI_with_S_gallinarum,keeps__IMI_with_S_hominis,keeps__IMI_with_S_pseudintermedius,keeps__IMI_with_S_saprophyticus,keeps__IMI_with_S_succinus,keeps__IMI_with_S_hyicus,clears_IMI_from_S_chromogenes,clears_IMI_from_S_haemolyticus,clears_IMI_from_S_simulans,clears_IMI_from_S_equorum,clears_IMI_from_S_agentis,clears_IMI_from_S_devriesei,clears_IMI_from_S_warneri,clears_IMI_from_S_xylosus,clears_IMI_from_M_sciuri,clears_IMI_from_S_auricularis,clears_IMI_from_S_capitis,clears_IMI_from_S_cohnii,clears_IMI_from_S_epidermidis,clears_IMI_from_M_fleurettii,clears_IMI_from_S_gallinarum,clears_IMI_from_S_hominis,clears_IMI_from_S_pseudintermedius,clears_IMI_from_S_saprophyticus,clears_IMI_from_S_succinus,clears_IMI_from_S_hyicus,gets_IMI_with_enviro_2014,gets_IMI_with_opp_2014,gets_IMI_with_host_2014,keeps_IMI_with_enviro_2014,keeps_IMI_with_opp_2014,keeps_IMI_with_host_2014,clears_IMI_from_enviro_2014,clears_IMI_from_opp_2014,clears_IMI_from_host_2014,gets_IMI_with_enviro_2017,gets_IMI_with_relevant_2017,gets_IMI_with_host_2017,keeps_IMI_with_enviro_2017,keeps_IMI_with_relevant_2017,keeps_IMI_with_host_2017,clears_IMI_from_enviro_2017,clears_IMI_from_relevant_2017,clears_IMI_from_host_2017,quarter_position_dup,lactation_dup,fresh_date_dup,first_date_dup,second_date_dup,first_DIM,second_DIM,average_DIM_for_pair,second_days_elapsed,first_ind_hygiene_a,first_ind_hygiene_b,first_ind_hygiene_avg,second_ind_hygiene_a,second_ind_hygiene_b,second_ind_hygiene_avg,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp
0,180,A180,1,0,0,Choiniere,38_Choiniere,RH,38_Choiniere_RH,4,10/6/2019,12.11.2019,first,Choiniere,15,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,2,2000,,,,,,1.21.2020,second,Choiniere,13,,,,,,,NA,NA,3,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,0,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,4,10/6/2019,12/11/2019,1/21/2020,66,107,86.5,41,3,2,2.5,4,3,3.5,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
0,179,A179,1,0,0,Choiniere,38_Choiniere,RF,38_Choiniere_RF,4,10/6/2019,12.11.2019,first,Choiniere,15,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,2,2000,,,,,,1.21.2020,second,Choiniere,13,,,,,,,NA,NA,5,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,0,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,4,10/6/2019,12/11/2019,1/21/2020,66,107,86.5,41,3,2,2.5,4,3,3.5,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
0,177,A177,1,0,0,Choiniere,38_Choiniere,LF,38_Choiniere_LF,4,10/6/2019,12.11.2019,first,Choiniere,15,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,j,3,c,2,3000,,,,,,1.21.2020,second,Choiniere,13,,,,,,,NA,NA,8,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,2000,yes,minor-strep+cns+corynebac,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,4,10/6/2019,12/11/2019,1/21/2020,66,107,86.5,41,3,2,2.5,4,3,3.5,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
1,45,B45,0,1,0,Choiniere,17_Choiniere,LF,17_Choiniere_LF,6,9/5/2019,1.21.2020,second,Choiniere,2,sa,yes2,,,,,,,2,cf082,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,990000,,,tntc,tntc,,2.17.2020,third,Choiniere,5,sa,yes2,,,,,NA,NA,2,cf139,staphylococcus aureus,,,,,,,,NA,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,490000,,,50,tntc,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,6,9/5/2019,1/21/2020,2/17/2020,138,165,151.5,27,2,2,2,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
1,48,B48,0,1,0,Choiniere,17_Choiniere,RH,17_Choiniere_RH,6,9/5/2019,1.21.2020,second,Choiniere,2,sa,yes2,,,,,,,2,cf083,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,2,c,2,1400000,,,30,tntc,,2.17.2020,third,Choiniere,5,sa,yes2,,,,,NA,NA,2,cf140,staphylococcus aureus,,,,,,,,NA,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,1200000,,,50,tntc,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,6,9/5/2019,1/21/2020,2/17/2020,138,165,151.5,27,2,2,2,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
0,46,B46,0,1,0,Choiniere,17_Choiniere,LH,17_Choiniere_LH,6,9/5/2019,1.21.2020,second,Choiniere,2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,j,2,c,2,2000,,,,,,2.17.2020,third,Choiniere,5,,,,,,,NA,NA,3,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,NA,NA,NA,NA,NA,5000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LH,6,9/5/2019,1/21/2020,2/17/2020,138,165,151.5,27,2,2,2,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
0,47,B47,0,1,0,Choiniere,17_Choiniere,RF,17_Choiniere_RF,6,9/5/2019,1.21.2020,second,Choiniere,2,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,j,2,c,2,36000,,,,,,2.17.2020,third,Choiniere,5,,,,,,,NA,NA,3,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,NA,NA,NA,NA,NA,30000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,6,9/5/2019,1/21/2020,2/17/2020,138,165,151.5,27,2,2,2,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
0,223,B223,0,1,0,Choiniere,57_Choiniere,RF,57_Choiniere_RF,6,6/22/2019,1.21.2020,second,Choiniere,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,410000,,,,,,2.17.2020,third,Choiniere,21,,,,,,,NA,NA,4,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,NA,NA,NA,NA,NA,150000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,6,6/22/2019,1/21/2020,2/17/2020,213,240,226.5,27,2,2,2,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
0,224,B224,0,1,0,Choiniere,57_Choiniere,RH,57_Choiniere_RH,6,6/22/2019,1.21.2020,second,Choiniere,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,28000,,,,,,2.17.2020,third,Choiniere,21,,,,,,,NA,NA,7,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,NA,NA,NA,NA,NA,12000,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,6,6/22/2019,1/21/2020,2/17/2020,213,240,226.5,27,2,2,2,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
0,221,B221,0,1,0,Choiniere,57_Choiniere,LF,57_Choiniere_LF,6,6/22/2019,1.21.2020,second,Choiniere,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,25000,,,,,,2.17.2020,third,Choiniere,21,,,,,,,NA,NA,8,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,NA,NA,NA,NA,NA,15000,yes,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,6,6/22/2019,1/21/2020,2/17/2020,213,240,226.5,27,2,2,2,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
0,222,B222,0,1,0,Choiniere,57_Choiniere,LH,57_Choiniere_LH,6,6/22/2019,1.21.2020,second,Choiniere,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,j,2,c,2,30000,,,,,,2.17.2020,third,Choiniere,21,,,,,,,NA,NA,8,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,NA,NA,NA,NA,NA,20000,yes,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LH,6,6/22/2019,1/21/2020,2/17/2020,213,240,226.5,27,2,2,2,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
1,181,B181,0,1,0,Choiniere,40_Choiniere,LF,40_Choiniere_LF,8,9/18/2019,1.21.2020,second,Choiniere,7,sa,yes2,,,,,,,2,cf089,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,3,c,3,540000,,,tntc,tntc,,2.17.2020,third,Choiniere,7,sa,yes2,,,,,NA,NA,2,cf143,staphylococcus aureus,,,,,,,,NA,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,770000,,,tntc,tntc,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,8,9/18/2019,1/21/2020,2/17/2020,125,152,138.5,27,3,3,3,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
1,182,B182,0,1,0,Choiniere,40_Choiniere,LH,40_Choiniere_LH,8,9/18/2019,1.21.2020,second,Choiniere,7,sa,yes2,,,,,,,2,cf088,staphylococcus aureus,,,,,,,,,,,,,,,no,,yes,j,3,c,3,1500000,,,tntc,tntc,,2.17.2020,third,Choiniere,7,sa,yes2,,,,,NA,NA,2,cf142,staphylococcus aureus,,,,,,,,NA,NA,NA,,,,,no,,yes,j,4,NA,NA,NA,NA,NA,760000,,,tntc,tntc,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LH,8,9/18/2019,1/21/2020,2/17/2020,125,152,138.5,27,3,3,3,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
1,183,B183,0,1,0,Choiniere,40_Choiniere,RF,40_Choiniere_RF,8,9/18/2019,1.21.2020,second,Choiniere,7,corynebac,yes2,,,,,,,2,cf091,corynebacterium casei,,,,,,,,,,,,,,,no,,yes,j,3,c,3,11000,,,1,6,,2.17.2020,third,Choiniere,7,,,,,,,NA,NA,6,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,NA,NA,NA,NA,NA,19000,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,8,9/18/2019,1/21/2020,2/17/2020,125,152,138.5,27,3,3,3,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
0,184,B184,0,1,0,Choiniere,40_Choiniere,RH,40_Choiniere_RH,8,9/18/2019,1.21.2020,second,Choiniere,7,cns,yes2,,,,,,,2,cf090,staphylococcus haemolyticus,,,,,,,,,,,,,,,no,,yes,j,3,c,3,160000,,,50,50,,2.17.2020,third,Choiniere,7,cns,other12,,,,,NA,NA,12,cf144,staphylococcus haemolyticus,,,,,,,,NA,NA,NA,,,,,,,no,j,4,NA,NA,NA,NA,NA,140000,,,tntc,tntc,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RH,8,9/18/2019,1/21/2020,2/17/2020,125,152,138.5,27,3,3,3,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
1,167,B167,0,1,0,Choiniere,34_Choiniere,RF,34_Choiniere_RF,3,11/16/2019,1.21.2020,second,Choiniere,26,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,j,NA,c,3,0,,,,,,2.17.2020,third,Choiniere,3,,,,,,,NA,NA,5,,,,,,,,,,NA,NA,NA,,,,,,,,j,4,NA,NA,NA,NA,NA,2000,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,3,11/16/2019,1/21/2020,2/17/2020,66,93,79.5,27,NA,3,3,4,NA,4,2.2,BP,BP_WF,WC_FI,Holstein,82,70_105,12000,y,poor_fair,15,deep,y,55,562.8528255,10.23368774,0.907786151,fresh_raw,NA,y,NA,NA,NA,3.5,10.16,1,1.2,tiestall,n,one,no_some,y,never,never,never,never,never,never,n,no
